mode,scheme_status,design_method,design_options,tap_index,coefficient
100K,PASS,hamming_sinc,cutoff_hz=54000,107,0.00191002318997099
100K,PASS,hamming_sinc,cutoff_hz=54000,108,0.00136337215467371
100K,PASS,hamming_sinc,cutoff_hz=54000,109,0.00075356214183602
100K,PASS,hamming_sinc,cutoff_hz=54000,110,0.00016174881056813
100K,PASS,hamming_sinc,cutoff_hz=54000,111,-0.00034653712456084
100K,PASS,hamming_sinc,cutoff_hz=54000,112,-0.000726833358279593
100K,PASS,hamming_sinc,cutoff_hz=54000,113,-0.000957619308953281
100K,PASS,hamming_sinc,cutoff_hz=54000,114,-0.00103893766781253
100K,PASS,hamming_sinc,cutoff_hz=54000,115,-0.000988480922263718
100K,PASS,hamming_sinc,cutoff_hz=54000,116,-0.000836102002271453
100K,PASS,hamming_sinc,cutoff_hz=54000,117,-0.000617778720146818
100K,PASS,hamming_sinc,cutoff_hz=54000,118,-0.000369971311331579
100K,PASS,hamming_sinc,cutoff_hz=54000,119,-0.000125094933631127
100K,PASS,hamming_sinc,cutoff_hz=54000,120,9.14661661996095e-05
100K,PASS,hamming_sinc,cutoff_hz=54000,121,0.000262692937139138
100K,PASS,hamming_sinc,cutoff_hz=54000,122,0.000379789494348491
100K,PASS,hamming_sinc,cutoff_hz=54000,123,0.000440950787769713
100K,PASS,hamming_sinc,cutoff_hz=54000,124,0.000449536401691797
100K,PASS,hamming_sinc,cutoff_hz=54000,125,0.000412150363266337
100K,PASS,hamming_sinc,cutoff_hz=54000,126,0.000337035591234141
100K,PASS,hamming_sinc,cutoff_hz=54000,127,0.000233033340099945
300K,PASS,hamming_sinc,cutoff_hz=162000,0,0.000170443058270894
300K,PASS,hamming_sinc,cutoff_hz=162000,1,0.000285832200660335
300K,PASS,hamming_sinc,cutoff_hz=162000,2,0.000378864018259198
300K,PASS,hamming_sinc,cutoff_hz=162000,3,0.000440048515620416
300K,PASS,hamming_sinc,cutoff_hz=162000,4,0.000459940899901886
300K,PASS,hamming_sinc,cutoff_hz=162000,5,0.00042999824140052
300K,PASS,hamming_sinc,cutoff_hz=162000,6,0.000344056505073467
300K,PASS,hamming_sinc,cutoff_hz=162000,7,0.000200252124330825
300K,PASS,hamming_sinc,cutoff_hz=162000,8,3.04258735122509e-06
300K,PASS,hamming_sinc,cutoff_hz=162000,9,-0.000235139485572668
300K,PASS,hamming_sinc,cutoff_hz=162000,10,-0.000493103697481904
300K,PASS,hamming_sinc,cutoff_hz=162000,11,-0.000741435694991277
300K,PASS,hamming_sinc,cutoff_hz=162000,12,-0.000944631117077968
300K,PASS,hamming_sinc,cutoff_hz=162000,13,-0.00106486666376044
300K,PASS,hamming_sinc,cutoff_hz=162000,14,-0.00106714668549659
300K,PASS,hamming_sinc,cutoff_hz=162000,15,-0.000925259666433695
300K,PASS,hamming_sinc,cutoff_hz=162000,16,-0.000627722457695054
300K,PASS,hamming_sinc,cutoff_hz=162000,17,-0.00018273228434914
300K,PASS,hamming_sinc,cutoff_hz=162000,18,0.000378871849392075
300K,PASS,hamming_sinc,cutoff_hz=162000,19,0.00100349308893073
300K,PASS,hamming_sinc,cutoff_hz=162000,20,0.00161805606579995
300K,PASS,hamming_sinc,cutoff_hz=162000,21,0.00213679295699336
300K,PASS,hamming_sinc,cutoff_hz=162000,22,0.00247112593627099
300K,PASS,hamming_sinc,cutoff_hz=162000,23,0.00254170118519719
300K,PASS,hamming_sinc,cutoff_hz=162000,24,0.00229116228713885
300K,PASS,hamming_sinc,cutoff_hz=162000,25,0.00169592951076684
300K,PASS,hamming_sinc,cutoff_hz=162000,26,0.000775142008681034
300K,PASS,hamming_sinc,cutoff_hz=162000,27,-0.000404935961011651
300K,PASS,hamming_sinc,cutoff_hz=162000,28,-0.00173233681820964
300K,PASS,hamming_sinc,cutoff_hz=162000,29,-0.00305728953837198
300K,PASS,hamming_sinc,cutoff_hz=162000,30,-0.00420643480156343
300K,PASS,hamming_sinc,cutoff_hz=162000,31,-0.00500230343847139
300K,PASS,hamming_sinc,cutoff_hz=162000,32,-0.00528615560342438
300K,PASS,hamming_sinc,cutoff_hz=162000,33,-0.00494158670908575
300K,PASS,hamming_sinc,cutoff_hz=162000,34,-0.00391588430957827
300K,PASS,hamming_sinc,cutoff_hz=162000,35,-0.00223605190787313
300K,PASS,hamming_sinc,cutoff_hz=162000,36,-1.67453506139657e-05
300K,PASS,hamming_sinc,cutoff_hz=162000,37,0.00254190967356993
300K,PASS,hamming_sinc,cutoff_hz=162000,38,0.00516759145486683
300K,PASS,hamming_sinc,cutoff_hz=162000,39,0.00753983021892713
300K,PASS,hamming_sinc,cutoff_hz=162000,40,0.00932313704328002
300K,PASS,hamming_sinc,cutoff_hz=162000,41,0.0102062248739778
300K,PASS,hamming_sinc,cutoff_hz=162000,42,0.00994328671700052
300K,PASS,hamming_sinc,cutoff_hz=162000,43,0.00839265004207385
300K,PASS,hamming_sinc,cutoff_hz=162000,44,0.00554799157136111
300K,PASS,hamming_sinc,cutoff_hz=162000,45,0.00155772827318563
300K,PASS,hamming_sinc,cutoff_hz=162000,46,-0.0032708122816569
300K,PASS,hamming_sinc,cutoff_hz=162000,47,-0.00848437556128259
300K,PASS,hamming_sinc,cutoff_hz=162000,48,-0.0135140537635076
300K,PASS,hamming_sinc,cutoff_hz=162000,49,-0.017721045473552
300K,PASS,hamming_sinc,cutoff_hz=162000,50,-0.0204542331156356
300K,PASS,hamming_sinc,cutoff_hz=162000,51,-0.0211143435097895
300K,PASS,hamming_sinc,cutoff_hz=162000,52,-0.0192183854723913
300K,PASS,hamming_sinc,cutoff_hz=162000,53,-0.0144576309875948
300K,PASS,hamming_sinc,cutoff_hz=162000,54,-0.00674270328500615
300K,PASS,hamming_sinc,cutoff_hz=162000,55,0.00376964434063133
300K,PASS,hamming_sinc,cutoff_hz=162000,56,0.0166718151472048
300K,PASS,hamming_sinc,cutoff_hz=162000,57,0.0313243385331392
300K,PASS,hamming_sinc,cutoff_hz=162000,58,0.046897743814756
300K,PASS,hamming_sinc,cutoff_hz=162000,59,0.0624341625416177
300K,PASS,hamming_sinc,cutoff_hz=162000,60,0.0769233505504727
300K,PASS,hamming_sinc,cutoff_hz=162000,61,0.0893861925473613
300K,PASS,hamming_sinc,cutoff_hz=162000,62,0.0989578177826308
300K,PASS,hamming_sinc,cutoff_hz=162000,63,0.104962330501894
300K,PASS,hamming_sinc,cutoff_hz=162000,64,0.106971869826349
300K,PASS,hamming_sinc,cutoff_hz=162000,65,0.104844194235793
300K,PASS,hamming_sinc,cutoff_hz=162000,66,0.0987350834125586
300K,PASS,hamming_sinc,cutoff_hz=162000,67,0.0890843429108884
300K,PASS,hamming_sinc,cutoff_hz=162000,68,0.0765768184333211
300K,PASS,hamming_sinc,cutoff_hz=162000,69,0.0620822954876428
300K,PASS,hamming_sinc,cutoff_hz=162000,70,0.0465802133372836
300K,PASS,hamming_sinc,cutoff_hz=162000,71,0.0310765430855482
300K,PASS,hamming_sinc,cutoff_hz=162000,72,0.0165208234372506
300K,PASS,hamming_sinc,cutoff_hz=162000,73,0.00373115626392958
300K,PASS,hamming_sinc,cutoff_hz=162000,74,-0.0066660276588921
300K,PASS,hamming_sinc,cutoff_hz=162000,75,-0.0142762922262768
300K,PASS,hamming_sinc,cutoff_hz=162000,76,-0.0189546218557899
300K,PASS,hamming_sinc,cutoff_hz=162000,77,-0.0207993563561612
300K,PASS,hamming_sinc,cutoff_hz=162000,78,-0.0201244119790059
300K,PASS,hamming_sinc,cutoff_hz=162000,79,-0.0174136592863091
300K,PASS,hamming_sinc,cutoff_hz=162000,80,-0.0132629298536375
300K,PASS,hamming_sinc,cutoff_hz=162000,81,-0.00831607980009897
300K,PASS,hamming_sinc,cutoff_hz=162000,82,-0.00320177260738184
300K,PASS,hamming_sinc,cutoff_hz=162000,83,0.00152283614146706
300K,PASS,hamming_sinc,cutoff_hz=162000,84,0.00541643699981135
300K,PASS,hamming_sinc,cutoff_hz=162000,85,0.00818243498069065
300K,PASS,hamming_sinc,cutoff_hz=162000,86,0.00968071286871576
300K,PASS,hamming_sinc,cutoff_hz=162000,87,0.00992256753431121
300K,PASS,hamming_sinc,cutoff_hz=162000,88,0.00905085067595768
300K,PASS,hamming_sinc,cutoff_hz=162000,89,0.00730875402834594
300K,PASS,hamming_sinc,cutoff_hz=162000,90,0.00500160771891274
300K,PASS,hamming_sinc,cutoff_hz=162000,91,0.00245643704794375
300K,PASS,hamming_sinc,cutoff_hz=162000,92,-1.61565039865137e-05
300K,PASS,hamming_sinc,cutoff_hz=162000,93,-0.00215389912658464
300K,PASS,hamming_sinc,cutoff_hz=162000,94,-0.00376569848051482
300K,PASS,hamming_sinc,cutoff_hz=162000,95,-0.00474389859301659
300K,PASS,hamming_sinc,cutoff_hz=162000,96,-0.00506573563869936
300K,PASS,hamming_sinc,cutoff_hz=162000,97,-0.00478504299890692
300K,PASS,hamming_sinc,cutoff_hz=162000,98,-0.00401626407700061
300K,PASS,hamming_sinc,cutoff_hz=162000,99,-0.0029135037658344
300K,PASS,hamming_sinc,cutoff_hz=162000,100,-0.00164763374655504
300K,PASS,hamming_sinc,cutoff_hz=162000,101,-0.000384363825360885
300K,PASS,hamming_sinc,cutoff_hz=162000,102,0.000734250412940836
300K,PASS,hamming_sinc,cutoff_hz=162000,103,0.00160308815971772
300K,PASS,hamming_sinc,cutoff_hz=162000,104,0.00216109425421112
300K,PASS,hamming_sinc,cutoff_hz=162000,105,0.00239218458076112
300K,PASS,hamming_sinc,cutoff_hz=162000,106,0.00232062614293419
300K,PASS,hamming_sinc,cutoff_hz=162000,107,0.00200219227914624
300K,PASS,hamming_sinc,cutoff_hz=162000,108,0.00151275972507788
300K,PASS,hamming_sinc,cutoff_hz=162000,109,0.000936123983659092
300K,PASS,hamming_sinc,cutoff_hz=162000,110,0.00035267619077496
300K,PASS,hamming_sinc,cutoff_hz=162000,111,-0.000169747251674071
300K,PASS,hamming_sinc,cutoff_hz=162000,112,-0.000581994975936025
300K,PASS,hamming_sinc,cutoff_hz=162000,113,-0.000856381867725446
300K,PASS,hamming_sinc,cutoff_hz=162000,114,-0.000986287587008169
300K,PASS,hamming_sinc,cutoff_hz=162000,115,-0.000983145293913942
300K,PASS,hamming_sinc,cutoff_hz=162000,116,-0.000871664598707372
300K,PASS,hamming_sinc,cutoff_hz=162000,117,-0.000684246203900039
300K,PASS,hamming_sinc,cutoff_hz=162000,118,-0.000455504452944778
300K,PASS,hamming_sinc,cutoff_hz=162000,119,-0.000217643456085716
300K,PASS,hamming_sinc,cutoff_hz=162000,120,2.82534517539633e-06
300K,PASS,hamming_sinc,cutoff_hz=162000,121,0.000186830583576249
300K,PASS,hamming_sinc,cutoff_hz=162000,122,0.000323039433133013
300K,PASS,hamming_sinc,cutoff_hz=162000,123,0.000407014951300887
300K,PASS,hamming_sinc,cutoff_hz=162000,124,0.000439674317715251
300K,PASS,hamming_sinc,cutoff_hz=162000,125,0.000425524505032034
300K,PASS,hamming_sinc,cutoff_hz=162000,126,0.000371092502048524
300K,PASS,hamming_sinc,cutoff_hz=162000,127,0.000283835247472224
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,0,-0.000234735566862731
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,1,-4.89394303252759e-05
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,2,0.000223637627726349
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,3,0.000560687729965278
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,4,0.000921678952186746
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,5,0.00125078505188693
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,6,0.00148308778814081
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,7,0.00155360156724864
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,8,0.00140812721719691
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,9,0.00101447981775847
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,10,0.000372339755760464
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,11,-0.000480084333020803
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,12,-0.00146417676108413
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,13,-0.0024649224543432
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,14,-0.0033411712934117
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,15,-0.00394163971645582
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,16,-0.00412519697885266
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,17,-0.0037831399670092
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,18,-0.00286054137752712
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,19,-0.00137347785342469
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,20,0.00058091330154625
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,21,0.00282401066589034
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,22,0.00510637690475383
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,23,0.00712965498104188
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,24,0.00857833691815863
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,25,0.00915857437245265
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,26,0.00863994234784137
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,27,0.00689521573442199
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,28,0.00393292316419982
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,29,-8.22079171856402e-05
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,30,-0.00482479738582443
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,31,-0.00982264981544458
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,32,-0.0144891784998163
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,33,-0.0181725065841676
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,34,-0.0202171927817757
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,35,-0.0200327189205095
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,36,-0.0171616438116903
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,37,-0.011339858445119
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,38,-0.00254177145948548
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,39,0.00899549092149885
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,40,0.0227727783286802
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,41,0.0380558557673981
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,42,0.0539271199488286
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,43,0.0693578569755853
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,44,0.0832944216233972
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,45,0.0947500053602772
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,46,0.102892834314896
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,47,0.107121814214597
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,48,0.107121814214597
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,49,0.102892834314896
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,50,0.0947500053602772
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,51,0.0832944216233972
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,52,0.0693578569755853
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,53,0.0539271199488286
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,54,0.0380558557673981
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,55,0.0227727783286802
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,56,0.00899549092149885
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,57,-0.00254177145948548
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,58,-0.011339858445119
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,59,-0.0171616438116903
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,60,-0.0200327189205095
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,61,-0.0202171927817757
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,62,-0.0181725065841676
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,63,-0.0144891784998163
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,64,-0.00982264981544458
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,65,-0.00482479738582443
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,66,-8.22079171856402e-05
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,67,0.00393292316419982
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,68,0.00689521573442199
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,69,0.00863994234784137
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,70,0.00915857437245265
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,71,0.00857833691815863
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,72,0.00712965498104188
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,73,0.00510637690475383
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,74,0.00282401066589034
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,75,0.00058091330154625
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,76,-0.00137347785342469
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,77,-0.00286054137752712
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,78,-0.0037831399670092
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,79,-0.00412519697885266
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,80,-0.00394163971645582
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,81,-0.0033411712934117
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,82,-0.0024649224543432
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,83,-0.00146417676108413
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,84,-0.000480084333020803
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,85,0.000372339755760464
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,86,0.00101447981775847
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,87,0.00140812721719691
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,88,0.00155360156724864
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,89,0.00148308778814081
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,90,0.00125078505188693
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,91,0.000921678952186746
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,92,0.000560687729965278
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,93,0.000223637627726349
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,94,-4.89394303252759e-05
1M,PASS,kaiser,cutoff_hz=540000;kaiser_beta=4,95,-0.000234735566862731
