Sample in Buffer,Sample in Window,TRIGGER,system_i/pusu_pl_dsp_core_0_dbg_input_sample_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_output_sample_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_output_drop_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_last_i[15:0],system_i/pusu_pl_dsp_core_0_dbg_last_q[15:0],system_i/pusu_pl_dsp_core_0_dbg_nco_phase[3:0],system_i/pusu_pl_dsp_core_0_dbg_decim_count[15:0],system_i/pusu_pl_dsp_core_0_m_axis_tdata[31:0],system_i/pusu_pl_dsp_core_0_m_axis_tlast,system_i/pusu_pl_dsp_core_0_m_axis_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,HEX,HEX
735,735,0,5f042ac1,1c4cd501,00000000,ffda,000d,a,003e,-2490355,0,0
736,736,0,5f042ac2,1c4cd501,00000000,ffda,000d,b,003f,-2490355,0,0
737,737,0,5f042ac3,1c4cd501,00000000,ffda,000d,c,0040,-2490355,0,0
738,738,0,5f042ac4,1c4cd501,00000000,ffda,000d,0,0041,-2490355,0,0
739,739,0,5f042ac4,1c4cd501,00000000,ffda,000d,0,0041,-2490355,0,0
740,740,0,5f042ac5,1c4cd501,00000000,ffda,000d,1,0042,-2490355,0,0
741,741,0,5f042ac6,1c4cd501,00000000,ffda,000d,2,0043,-2490355,0,0
742,742,0,5f042ac7,1c4cd501,00000000,ffda,000d,3,0044,-2490355,0,0
743,743,0,5f042ac8,1c4cd501,00000000,ffda,000d,4,0045,-2490355,0,0
744,744,0,5f042ac9,1c4cd501,00000000,ffda,000d,5,0046,-2490355,0,0
745,745,0,5f042aca,1c4cd501,00000000,ffda,000d,6,0047,-2490355,0,0
746,746,0,5f042acb,1c4cd501,00000000,ffda,000d,7,004d,-2490355,0,0
747,747,0,5f042acb,1c4cd501,00000000,ffda,000d,7,0048,-2490355,0,0
748,748,0,5f042acc,1c4cd501,00000000,ffda,000d,8,0049,-2490355,0,0
749,749,0,5f042acd,1c4cd501,00000000,ffda,000d,9,004a,-2490355,0,0
750,750,0,5f042ace,1c4cd501,00000000,ffda,000d,a,004b,-2490355,0,0
751,751,0,5f042acf,1c4cd501,00000000,ffda,000d,b,004c,-2490355,0,0
752,752,0,5f042ad0,1c4cd501,00000000,ffda,000d,c,004d,-2490355,0,0
753,753,0,5f042ad1,1c4cd501,00000000,ffda,000d,0,004e,-2490355,0,0
754,754,0,5f042ad1,1c4cd501,00000000,ffda,000d,0,004e,-2490355,0,0
755,755,0,5f042ad2,1c4cd501,00000000,ffda,000d,1,004f,-2490355,0,0
756,756,0,5f042ad3,1c4cd501,00000000,ffda,000d,2,0050,-2490355,0,0
757,757,0,5f042ad4,1c4cd501,00000000,ffda,000d,3,0051,-2490355,0,0
758,758,0,5f042ad5,1c4cd501,00000000,ffda,000d,4,0052,-2490355,0,0
759,759,0,5f042ad6,1c4cd501,00000000,ffda,000d,5,0053,-2490355,0,0
760,760,0,5f042ad7,1c4cd501,00000000,ffda,000d,6,0054,-2490355,0,0
761,761,0,5f042ad8,1c4cd501,00000000,ffda,000d,7,0054,-2490355,0,0
762,762,0,5f042ad8,1c4cd501,00000000,ffda,000d,7,0055,-2490355,0,0
763,763,0,5f042ad9,1c4cd501,00000000,ffda,000d,8,0056,-2490355,0,0
764,764,0,5f042ada,1c4cd501,00000000,ffda,000d,9,0057,-2490355,0,0
765,765,0,5f042adb,1c4cd501,00000000,ffda,000d,a,0058,-2490355,0,0
766,766,0,5f042adc,1c4cd501,00000000,ffda,000d,b,0059,-2490355,0,0
767,767,0,5f042add,1c4cd501,00000000,ffda,000d,c,005a,-2490355,0,0
768,768,0,5f042ade,1c4cd501,00000000,ffda,000d,0,005b,-2490355,0,0
769,769,0,5f042ade,1c4cd501,00000000,ffda,000d,0,005b,-2490355,0,0
770,770,0,5f042adf,1c4cd501,00000000,ffda,000d,1,005c,-2490355,0,0
771,771,0,5f042ae0,1c4cd501,00000000,ffda,000d,2,005d,-2490355,0,0
772,772,0,5f042ae1,1c4cd501,00000000,ffda,000d,3,005e,-2490355,0,0
773,773,0,5f042ae2,1c4cd501,00000000,ffda,000d,4,005f,-2490355,0,0
774,774,0,5f042ae3,1c4cd501,00000000,ffda,000d,5,0060,-2490355,0,0
775,775,0,5f042ae4,1c4cd501,00000000,ffda,000d,6,0061,-2490355,0,0
776,776,0,5f042ae5,1c4cd501,00000000,ffda,000d,7,0063,-2490355,0,0
777,777,0,5f042ae5,1c4cd501,00000000,ffda,000d,7,0062,-2490355,0,0
778,778,0,5f042ae6,1c4cd501,00000000,ffda,000d,8,0063,-2490355,0,0
779,779,0,5f042ae7,1c4cd501,00000000,ffda,000d,9,0064,-2490355,0,0
780,780,0,5f042ae8,1c4cd501,00000000,ffda,000d,a,0065,-2490355,0,0
781,781,0,5f042ae9,1c4cd501,00000000,ffda,000d,b,0066,-2490355,0,0
782,782,0,5f042aea,1c4cd501,00000000,ffda,000d,c,0067,-2490355,0,0
783,783,0,5f042aeb,1c4cd501,00000000,ffda,000d,0,0068,-2490355,0,0
784,784,0,5f042aeb,1c4cd501,00000000,ffda,000d,0,0068,-2490355,0,0
785,785,0,5f042aec,1c4cd501,00000000,ffda,000d,1,0069,-2490355,0,0
786,786,0,5f042aed,1c4cd501,00000000,ffda,000d,2,006a,-2490355,0,0
787,787,0,5f042aee,1c4cd501,00000000,ffda,000d,3,006b,-2490355,0,0
788,788,0,5f042aef,1c4cd501,00000000,ffda,000d,4,006c,-2490355,0,0
789,789,0,5f042af0,1c4cd501,00000000,ffda,000d,5,006d,-2490355,0,0
790,790,0,5f042af1,1c4cd501,00000000,ffda,000d,6,006e,-2490355,0,0
791,791,0,5f042af3,1c4cd501,00000000,ffda,000d,7,006e,-2490355,0,0
792,792,0,5f042af2,1c4cd501,00000000,ffda,000d,7,006f,-2490355,0,0
793,793,0,5f042af3,1c4cd501,00000000,ffda,000d,8,0070,-2490355,0,0
794,794,0,5f042af4,1c4cd501,00000000,ffda,000d,9,0071,-2490355,0,0
795,795,0,5f042af5,1c4cd501,00000000,ffda,000d,a,0072,-2490355,0,0
796,796,0,5f042af6,1c4cd501,00000000,ffda,000d,b,0073,-2490355,0,0
797,797,0,5f042af7,1c4cd501,00000000,ffda,000d,c,0074,-2490355,0,0
798,798,0,5f042af8,1c4cd501,00000000,ffda,000d,0,0075,-2490355,0,0
799,799,0,5f042af8,1c4cd501,00000000,ffda,000d,0,0075,-2490355,0,0
800,800,0,5f042af9,1c4cd501,00000000,ffda,000d,1,0076,-2490355,0,0
801,801,0,5f042afa,1c4cd501,00000000,ffda,000d,2,0077,-2490355,0,0
802,802,0,5f042afb,1c4cd501,00000000,ffda,000d,3,0078,-2490355,0,0
803,803,0,5f042afc,1c4cd501,00000000,ffda,000d,4,0079,-2490355,0,0
804,804,0,5f042afd,1c4cd501,00000000,ffda,000d,5,007a,-2490355,0,0
805,805,0,5f042afe,1c4cd501,00000000,ffda,000d,6,007b,-2490355,0,0
806,806,0,5f042aff,1c4cd501,00000000,ffda,000d,7,007d,-2490355,0,0
807,807,0,5f042aff,1c4cd501,00000000,ffda,000d,7,007c,-2490355,0,0
808,808,0,5f042b00,1c4cd501,00000000,ffda,000d,8,007d,-2490355,0,0
809,809,0,5f042b01,1c4cd501,00000000,ffda,000d,9,007e,-2490355,0,0
810,810,0,5f042b02,1c4cd501,00000000,ffda,000d,a,007f,-2490355,0,0
811,811,0,5f042b03,1c4cd501,00000000,ffda,000d,b,0080,-2490355,0,0
812,812,0,5f042b04,1c4cd502,00000000,ffda,000b,c,0081,-2490357,0,1
813,813,0,5f042b05,1c4cd502,00000000,ffda,000b,0,0000,-2490357,0,0
814,814,0,5f042b05,1c4cd502,00000000,ffda,000b,0,0000,-2490357,0,0
815,815,0,5f042b06,1c4cd502,00000000,ffda,000b,1,0001,-2490357,0,0
816,816,0,5f042b07,1c4cd502,00000000,ffda,000b,2,0002,-2490357,0,0
817,817,0,5f042b08,1c4cd502,00000000,ffda,000b,3,0003,-2490357,0,0
818,818,0,5f042b09,1c4cd502,00000000,ffda,000b,4,0004,-2490357,0,0
819,819,0,5f042b0a,1c4cd502,00000000,ffda,000b,5,0005,-2490357,0,0
820,820,0,5f042b0b,1c4cd502,00000000,ffda,000b,6,0006,-2490357,0,0
821,821,0,5f042b0d,1c4cd502,00000000,ffda,000b,7,0006,-2490357,0,0
822,822,0,5f042b0c,1c4cd502,00000000,ffda,000b,7,0007,-2490357,0,0
823,823,0,5f042b0d,1c4cd502,00000000,ffda,000b,8,0008,-2490357,0,0
824,824,0,5f042b0e,1c4cd502,00000000,ffda,000b,9,0009,-2490357,0,0
825,825,0,5f042b0f,1c4cd502,00000000,ffda,000b,a,000a,-2490357,0,0
826,826,0,5f042b10,1c4cd502,00000000,ffda,000b,b,000b,-2490357,0,0
827,827,0,5f042b11,1c4cd502,00000000,ffda,000b,c,000c,-2490357,0,0
828,828,0,5f042b12,1c4cd502,00000000,ffda,000b,0,000d,-2490357,0,0
829,829,0,5f042b12,1c4cd502,00000000,ffda,000b,0,000d,-2490357,0,0
830,830,0,5f042b13,1c4cd502,00000000,ffda,000b,1,000e,-2490357,0,0
831,831,0,5f042b14,1c4cd502,00000000,ffda,000b,2,000f,-2490357,0,0
832,832,0,5f042b15,1c4cd502,00000000,ffda,000b,3,0010,-2490357,0,0
833,833,0,5f042b16,1c4cd502,00000000,ffda,000b,4,0011,-2490357,0,0
834,834,0,5f042b17,1c4cd502,00000000,ffda,000b,5,0012,-2490357,0,0
835,835,0,5f042b18,1c4cd502,00000000,ffda,000b,6,0013,-2490357,0,0
836,836,0,5f042b19,1c4cd502,00000000,ffda,000b,7,0015,-2490357,0,0
837,837,0,5f042b19,1c4cd502,00000000,ffda,000b,7,0014,-2490357,0,0
838,838,0,5f042b1a,1c4cd502,00000000,ffda,000b,8,0015,-2490357,0,0
839,839,0,5f042b1b,1c4cd502,00000000,ffda,000b,9,0016,-2490357,0,0
840,840,0,5f042b1c,1c4cd502,00000000,ffda,000b,a,0017,-2490357,0,0
841,841,0,5f042b1d,1c4cd502,00000000,ffda,000b,b,0018,-2490357,0,0
842,842,0,5f042b1e,1c4cd502,00000000,ffda,000b,c,0019,-2490357,0,0
843,843,0,5f042b1f,1c4cd502,00000000,ffda,000b,0,001a,-2490357,0,0
844,844,0,5f042b1f,1c4cd502,00000000,ffda,000b,0,001a,-2490357,0,0
845,845,0,5f042b20,1c4cd502,00000000,ffda,000b,1,001b,-2490357,0,0
846,846,0,5f042b21,1c4cd502,00000000,ffda,000b,2,001c,-2490357,0,0
847,847,0,5f042b22,1c4cd502,00000000,ffda,000b,3,001d,-2490357,0,0
848,848,0,5f042b23,1c4cd502,00000000,ffda,000b,4,001e,-2490357,0,0
849,849,0,5f042b24,1c4cd502,00000000,ffda,000b,5,001f,-2490357,0,0
850,850,0,5f042b25,1c4cd502,00000000,ffda,000b,6,0020,-2490357,0,0
851,851,0,5f042b26,1c4cd502,00000000,ffda,000b,7,0020,-2490357,0,0
852,852,0,5f042b26,1c4cd502,00000000,ffda,000b,7,0021,-2490357,0,0
853,853,0,5f042b27,1c4cd502,00000000,ffda,000b,8,0022,-2490357,0,0
854,854,0,5f042b28,1c4cd502,00000000,ffda,000b,9,0023,-2490357,0,0
855,855,0,5f042b29,1c4cd502,00000000,ffda,000b,a,0024,-2490357,0,0
856,856,0,5f042b2a,1c4cd502,00000000,ffda,000b,b,0025,-2490357,0,0
857,857,0,5f042b2b,1c4cd502,00000000,ffda,000b,c,0026,-2490357,0,0
858,858,0,5f042b2c,1c4cd502,00000000,ffda,000b,0,0027,-2490357,0,0
859,859,0,5f042b2c,1c4cd502,00000000,ffda,000b,0,0027,-2490357,0,0
860,860,0,5f042b2d,1c4cd502,00000000,ffda,000b,1,0028,-2490357,0,0
861,861,0,5f042b2e,1c4cd502,00000000,ffda,000b,2,0029,-2490357,0,0
862,862,0,5f042b2f,1c4cd502,00000000,ffda,000b,3,002a,-2490357,0,0
863,863,0,5f042b30,1c4cd502,00000000,ffda,000b,4,002b,-2490357,0,0
864,864,0,5f042b31,1c4cd502,00000000,ffda,000b,5,002c,-2490357,0,0
865,865,0,5f042b32,1c4cd502,00000000,ffda,000b,6,002d,-2490357,0,0
866,866,0,5f042b33,1c4cd502,00000000,ffda,000b,7,002e,-2490357,0,0
867,867,0,5f042b33,1c4cd502,00000000,ffda,000b,7,002e,-2490357,0,0
868,868,0,5f042b34,1c4cd502,00000000,ffda,000b,8,002f,-2490357,0,0
869,869,0,5f042b35,1c4cd502,00000000,ffda,000b,9,0030,-2490357,0,0
870,870,0,5f042b36,1c4cd502,00000000,ffda,000b,a,0031,-2490357,0,0
871,871,0,5f042b37,1c4cd502,00000000,ffda,000b,b,0032,-2490357,0,0
872,872,0,5f042b38,1c4cd502,00000000,ffda,000b,c,0033,-2490357,0,0
873,873,0,5f042b39,1c4cd502,00000000,ffda,000b,0,0034,-2490357,0,0
874,874,0,5f042b39,1c4cd502,00000000,ffda,000b,0,0034,-2490357,0,0
875,875,0,5f042b3a,1c4cd502,00000000,ffda,000b,1,0035,-2490357,0,0
876,876,0,5f042b3b,1c4cd502,00000000,ffda,000b,2,0036,-2490357,0,0
877,877,0,5f042b3c,1c4cd502,00000000,ffda,000b,3,0037,-2490357,0,0
878,878,0,5f042b3d,1c4cd502,00000000,ffda,000b,4,0038,-2490357,0,0
879,879,0,5f042b3e,1c4cd502,00000000,ffda,000b,5,0039,-2490357,0,0
880,880,0,5f042b3f,1c4cd502,00000000,ffda,000b,6,003a,-2490357,0,0
881,881,0,5f042b50,1c4cd502,00000000,ffda,000b,7,003a,-2490357,0,0
882,882,0,5f042b40,1c4cd502,00000000,ffda,000b,7,003b,-2490357,0,0
883,883,0,5f042b41,1c4cd502,00000000,ffda,000b,8,003c,-2490357,0,0
884,884,0,5f042b42,1c4cd502,00000000,ffda,000b,9,003d,-2490357,0,0
885,885,0,5f042b43,1c4cd502,00000000,ffda,000b,a,003e,-2490357,0,0
886,886,0,5f042b44,1c4cd502,00000000,ffda,000b,b,003f,-2490357,0,0
887,887,0,5f042b45,1c4cd502,00000000,ffda,000b,c,0040,-2490357,0,0
888,888,0,5f042b46,1c4cd502,00000000,ffda,000b,0,0041,-2490357,0,0
889,889,0,5f042b46,1c4cd502,00000000,ffda,000b,0,0041,-2490357,0,0
890,890,0,5f042b47,1c4cd502,00000000,ffda,000b,1,0042,-2490357,0,0
891,891,0,5f042b48,1c4cd502,00000000,ffda,000b,2,0043,-2490357,0,0
892,892,0,5f042b49,1c4cd502,00000000,ffda,000b,3,0044,-2490357,0,0
893,893,0,5f042b4a,1c4cd502,00000000,ffda,000b,4,0045,-2490357,0,0
894,894,0,5f042b4b,1c4cd502,00000000,ffda,000b,5,0046,-2490357,0,0
895,895,0,5f042b4c,1c4cd502,00000000,ffda,000b,6,0047,-2490357,0,0
896,896,0,5f042b4d,1c4cd502,00000000,ffda,000b,7,0049,-2490357,0,0
897,897,0,5f042b4d,1c4cd502,00000000,ffda,000b,7,0048,-2490357,0,0
898,898,0,5f042b4e,1c4cd502,00000000,ffda,000b,8,0049,-2490357,0,0
899,899,0,5f042b4f,1c4cd502,00000000,ffda,000b,9,004a,-2490357,0,0
900,900,0,5f042b50,1c4cd502,00000000,ffda,000b,a,004b,-2490357,0,0
901,901,0,5f042b51,1c4cd502,00000000,ffda,000b,b,004c,-2490357,0,0
902,902,0,5f042b52,1c4cd502,00000000,ffda,000b,c,004d,-2490357,0,0
903,903,0,5f042b53,1c4cd502,00000000,ffda,000b,0,004e,-2490357,0,0
904,904,0,5f042b53,1c4cd502,00000000,ffda,000b,0,004e,-2490357,0,0
905,905,0,5f042b54,1c4cd502,00000000,ffda,000b,1,004f,-2490357,0,0
906,906,0,5f042b55,1c4cd502,00000000,ffda,000b,2,0050,-2490357,0,0
907,907,0,5f042b56,1c4cd502,00000000,ffda,000b,3,0051,-2490357,0,0
908,908,0,5f042b57,1c4cd502,00000000,ffda,000b,4,0052,-2490357,0,0
909,909,0,5f042b58,1c4cd502,00000000,ffda,000b,5,0053,-2490357,0,0
910,910,0,5f042b59,1c4cd502,00000000,ffda,000b,6,0054,-2490357,0,0
911,911,0,5f042b5a,1c4cd502,00000000,ffda,000b,7,0054,-2490357,0,0
912,912,0,5f042b5a,1c4cd502,00000000,ffda,000b,7,0055,-2490357,0,0
913,913,0,5f042b5b,1c4cd502,00000000,ffda,000b,8,0056,-2490357,0,0
914,914,0,5f042b5c,1c4cd502,00000000,ffda,000b,9,0057,-2490357,0,0
915,915,0,5f042b5d,1c4cd502,00000000,ffda,000b,a,0058,-2490357,0,0
916,916,0,5f042b5e,1c4cd502,00000000,ffda,000b,b,0059,-2490357,0,0
917,917,0,5f042b5f,1c4cd502,00000000,ffda,000b,c,005a,-2490357,0,0
918,918,0,5f042b60,1c4cd502,00000000,ffda,000b,0,005b,-2490357,0,0
919,919,0,5f042b60,1c4cd502,00000000,ffda,000b,0,005b,-2490357,0,0
920,920,0,5f042b61,1c4cd502,00000000,ffda,000b,1,005c,-2490357,0,0
921,921,0,5f042b62,1c4cd502,00000000,ffda,000b,2,005d,-2490357,0,0
922,922,0,5f042b63,1c4cd502,00000000,ffda,000b,3,005e,-2490357,0,0
923,923,0,5f042b64,1c4cd502,00000000,ffda,000b,4,005f,-2490357,0,0
924,924,0,5f042b65,1c4cd502,00000000,ffda,000b,5,0060,-2490357,0,0
925,925,0,5f042b66,1c4cd502,00000000,ffda,000b,6,0061,-2490357,0,0
926,926,0,5f042b67,1c4cd502,00000000,ffda,000b,7,0063,-2490357,0,0
927,927,0,5f042b67,1c4cd502,00000000,ffda,000b,7,0062,-2490357,0,0
928,928,0,5f042b68,1c4cd502,00000000,ffda,000b,8,0063,-2490357,0,0
929,929,0,5f042b69,1c4cd502,00000000,ffda,000b,9,0064,-2490357,0,0
930,930,0,5f042b6a,1c4cd502,00000000,ffda,000b,a,0065,-2490357,0,0
931,931,0,5f042b6b,1c4cd502,00000000,ffda,000b,b,0066,-2490357,0,0
932,932,0,5f042b6c,1c4cd502,00000000,ffda,000b,c,0067,-2490357,0,0
933,933,0,5f042b6d,1c4cd502,00000000,ffda,000b,0,0068,-2490357,0,0
934,934,0,5f042b6d,1c4cd502,00000000,ffda,000b,0,0068,-2490357,0,0
935,935,0,5f042b6e,1c4cd502,00000000,ffda,000b,1,0069,-2490357,0,0
936,936,0,5f042b6f,1c4cd502,00000000,ffda,000b,2,006a,-2490357,0,0
937,937,0,5f042b70,1c4cd502,00000000,ffda,000b,3,006b,-2490357,0,0
938,938,0,5f042b71,1c4cd502,00000000,ffda,000b,4,006c,-2490357,0,0
939,939,0,5f042b72,1c4cd502,00000000,ffda,000b,5,006d,-2490357,0,0
940,940,0,5f042b73,1c4cd502,00000000,ffda,000b,6,006e,-2490357,0,0
941,941,0,5f042b74,1c4cd502,00000000,ffda,000b,7,006f,-2490357,0,0
942,942,0,5f042b74,1c4cd502,00000000,ffda,000b,7,006f,-2490357,0,0
943,943,0,5f042b75,1c4cd502,00000000,ffda,000b,8,0070,-2490357,0,0
944,944,0,5f042b76,1c4cd502,00000000,ffda,000b,9,0071,-2490357,0,0
945,945,0,5f042b77,1c4cd502,00000000,ffda,000b,a,0072,-2490357,0,0
946,946,0,5f042b78,1c4cd502,00000000,ffda,000b,b,0073,-2490357,0,0
947,947,0,5f042b79,1c4cd502,00000000,ffda,000b,c,0074,-2490357,0,0
948,948,0,5f042b7a,1c4cd502,00000000,ffda,000b,0,0075,-2490357,0,0
949,949,0,5f042b7a,1c4cd502,00000000,ffda,000b,0,0075,-2490357,0,0
950,950,0,5f042b7b,1c4cd502,00000000,ffda,000b,1,0076,-2490357,0,0
951,951,0,5f042b7c,1c4cd502,00000000,ffda,000b,2,0077,-2490357,0,0
952,952,0,5f042b7d,1c4cd502,00000000,ffda,000b,3,0078,-2490357,0,0
953,953,0,5f042b7e,1c4cd502,00000000,ffda,000b,4,0079,-2490357,0,0
954,954,0,5f042b7f,1c4cd502,00000000,ffda,000b,5,007a,-2490357,0,0
955,955,0,5f042b80,1c4cd502,00000000,ffda,000b,6,007b,-2490357,0,0
956,956,0,5f042b81,1c4cd502,00000000,ffda,000b,7,007c,-2490357,0,0
957,957,0,5f042b81,1c4cd502,00000000,ffda,000b,7,007c,-2490357,0,0
958,958,0,5f042b82,1c4cd502,00000000,ffda,000b,8,007d,-2490357,0,0
959,959,0,5f042b83,1c4cd502,00000000,ffda,000b,9,007e,-2490357,0,0
960,960,0,5f042b84,1c4cd502,00000000,ffda,000b,a,007f,-2490357,0,0
961,961,0,5f042b85,1c4cd502,00000000,ffda,000b,b,0080,-2490357,0,0
962,962,0,5f042b86,1c4cd503,00000000,ffd9,000e,c,0081,-2555890,0,1
963,963,0,5f042b87,1c4cd503,00000000,ffd9,000e,0,0000,-2555890,0,0
964,964,0,5f042b87,1c4cd503,00000000,ffd9,000e,0,0000,-2555890,0,0
965,965,0,5f042b88,1c4cd503,00000000,ffd9,000e,1,0001,-2555890,0,0
966,966,0,5f042b89,1c4cd503,00000000,ffd9,000e,2,0002,-2555890,0,0
967,967,0,5f042b8a,1c4cd503,00000000,ffd9,000e,3,0003,-2555890,0,0
968,968,0,5f042b8b,1c4cd503,00000000,ffd9,000e,4,0004,-2555890,0,0
969,969,0,5f042b8c,1c4cd503,00000000,ffd9,000e,5,0005,-2555890,0,0
970,970,0,5f042b8d,1c4cd503,00000000,ffd9,000e,6,0006,-2555890,0,0
971,971,0,5f042b8e,1c4cd503,00000000,ffd9,000e,7,0006,-2555890,0,0
972,972,0,5f042b8e,1c4cd503,00000000,ffd9,000e,7,0007,-2555890,0,0
973,973,0,5f042b8f,1c4cd503,00000000,ffd9,000e,8,0008,-2555890,0,0
974,974,0,5f042b90,1c4cd503,00000000,ffd9,000e,9,0009,-2555890,0,0
975,975,0,5f042b91,1c4cd503,00000000,ffd9,000e,a,000a,-2555890,0,0
976,976,0,5f042b92,1c4cd503,00000000,ffd9,000e,b,000b,-2555890,0,0
977,977,0,5f042b93,1c4cd503,00000000,ffd9,000e,c,000c,-2555890,0,0
978,978,0,5f042b94,1c4cd503,00000000,ffd9,000e,0,000d,-2555890,0,0
979,979,0,5f042b94,1c4cd503,00000000,ffd9,000e,0,000d,-2555890,0,0
980,980,0,5f042b95,1c4cd503,00000000,ffd9,000e,1,000e,-2555890,0,0
981,981,0,5f042b96,1c4cd503,00000000,ffd9,000e,2,000f,-2555890,0,0
982,982,0,5f042b97,1c4cd503,00000000,ffd9,000e,3,0010,-2555890,0,0
983,983,0,5f042b98,1c4cd503,00000000,ffd9,000e,4,0011,-2555890,0,0
984,984,0,5f042b99,1c4cd503,00000000,ffd9,000e,5,0012,-2555890,0,0
985,985,0,5f042b9a,1c4cd503,00000000,ffd9,000e,6,0013,-2555890,0,0
986,986,0,5f042b9b,1c4cd503,00000000,ffd9,000e,7,0015,-2555890,0,0
987,987,0,5f042b9b,1c4cd503,00000000,ffd9,000e,7,0014,-2555890,0,0
988,988,0,5f042b9c,1c4cd503,00000000,ffd9,000e,8,0015,-2555890,0,0
989,989,0,5f042b9d,1c4cd503,00000000,ffd9,000e,9,0016,-2555890,0,0
990,990,0,5f042b9e,1c4cd503,00000000,ffd9,000e,a,0017,-2555890,0,0
991,991,0,5f042b9f,1c4cd503,00000000,ffd9,000e,b,0018,-2555890,0,0
992,992,0,5f042ba0,1c4cd503,00000000,ffd9,000e,c,0019,-2555890,0,0
993,993,0,5f042ba1,1c4cd503,00000000,ffd9,000e,0,001a,-2555890,0,0
994,994,0,5f042ba1,1c4cd503,00000000,ffd9,000e,0,001a,-2555890,0,0
995,995,0,5f042ba2,1c4cd503,00000000,ffd9,000e,1,001b,-2555890,0,0
996,996,0,5f042ba3,1c4cd503,00000000,ffd9,000e,2,001c,-2555890,0,0
997,997,0,5f042ba4,1c4cd503,00000000,ffd9,000e,3,001d,-2555890,0,0
998,998,0,5f042ba5,1c4cd503,00000000,ffd9,000e,4,001e,-2555890,0,0
999,999,0,5f042ba6,1c4cd503,00000000,ffd9,000e,5,001f,-2555890,0,0
1000,1000,0,5f042ba7,1c4cd503,00000000,ffd9,000e,6,0020,-2555890,0,0
1001,1001,0,5f042ba9,1c4cd503,00000000,ffd9,000e,7,0020,-2555890,0,0
1002,1002,0,5f042ba8,1c4cd503,00000000,ffd9,000e,7,0021,-2555890,0,0
1003,1003,0,5f042ba9,1c4cd503,00000000,ffd9,000e,8,0022,-2555890,0,0
1004,1004,0,5f042baa,1c4cd503,00000000,ffd9,000e,9,0023,-2555890,0,0
1005,1005,0,5f042bab,1c4cd503,00000000,ffd9,000e,a,0024,-2555890,0,0
1006,1006,0,5f042bac,1c4cd503,00000000,ffd9,000e,b,0025,-2555890,0,0
1007,1007,0,5f042bad,1c4cd503,00000000,ffd9,000e,c,0026,-2555890,0,0
1008,1008,0,5f042bae,1c4cd503,00000000,ffd9,000e,0,0027,-2555890,0,0
1009,1009,0,5f042bae,1c4cd503,00000000,ffd9,000e,0,0027,-2555890,0,0
1010,1010,0,5f042baf,1c4cd503,00000000,ffd9,000e,1,0028,-2555890,0,0
1011,1011,0,5f042bb0,1c4cd503,00000000,ffd9,000e,2,0029,-2555890,0,0
1012,1012,0,5f042bb1,1c4cd503,00000000,ffd9,000e,3,002a,-2555890,0,0
1013,1013,0,5f042bb2,1c4cd503,00000000,ffd9,000e,4,002b,-2555890,0,0
1014,1014,0,5f042bb3,1c4cd503,00000000,ffd9,000e,5,002c,-2555890,0,0
1015,1015,0,5f042bb4,1c4cd503,00000000,ffd9,000e,6,002d,-2555890,0,0
1016,1016,0,5f042bb5,1c4cd503,00000000,ffd9,000e,7,002f,-2555890,0,0
1017,1017,0,5f042bb5,1c4cd503,00000000,ffd9,000e,7,002e,-2555890,0,0
1018,1018,0,5f042bb6,1c4cd503,00000000,ffd9,000e,8,002f,-2555890,0,0
1019,1019,0,5f042bb7,1c4cd503,00000000,ffd9,000e,9,0030,-2555890,0,0
1020,1020,0,5f042bb8,1c4cd503,00000000,ffd9,000e,a,0031,-2555890,0,0
1021,1021,0,5f042bb9,1c4cd503,00000000,ffd9,000e,b,0032,-2555890,0,0
1022,1022,0,5f042bba,1c4cd503,00000000,ffd9,000e,c,0033,-2555890,0,0
1023,1023,0,5f042bbb,1c4cd503,00000000,ffd9,000e,0,0034,-2555890,0,0
