Sample in Buffer,Sample in Window,TRIGGER,system_i/pusu_pl_dsp_core_0_dbg_input_sample_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_output_sample_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_output_drop_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_last_i[15:0],system_i/pusu_pl_dsp_core_0_dbg_last_q[15:0],system_i/pusu_pl_dsp_core_0_dbg_nco_phase[3:0],system_i/pusu_pl_dsp_core_0_dbg_decim_count[15:0],system_i/pusu_pl_dsp_core_0_m_axis_tdata[31:0],system_i/pusu_pl_dsp_core_0_m_axis_tlast,system_i/pusu_pl_dsp_core_0_m_axis_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,HEX,HEX
0,0,0,e321a0d8,1f491ec6,00000000,ffdd,ffec,a,004b,-2228244,0,0
1,1,0,e321a0d9,1f491ec6,00000000,ffdd,ffec,b,004c,-2228244,0,0
2,2,0,e321a0da,1f491ec6,00000000,ffdd,ffec,c,004d,-2228244,0,0
3,3,0,e321a0db,1f491ec6,00000000,ffdd,ffec,0,004e,-2228244,0,0
4,4,0,e321a0dc,1f491ec6,00000000,ffdd,ffec,1,004f,-2228244,0,0
5,5,0,e321a0dc,1f491ec6,00000000,ffdd,ffec,1,004f,-2228244,0,0
6,6,0,e321a0dd,1f491ec6,00000000,ffdd,ffec,2,0050,-2228244,0,0
7,7,0,e321a0de,1f491ec6,00000000,ffdd,ffec,3,0051,-2228244,0,0
8,8,0,e321a0df,1f491ec6,00000000,ffdd,ffec,4,0052,-2228244,0,0
9,9,0,e321a0e0,1f491ec6,00000000,ffdd,ffec,5,0053,-2228244,0,0
10,10,0,e321a0e1,1f491ec6,00000000,ffdd,ffec,6,0054,-2228244,0,0
11,11,0,e321a0e2,1f491ec6,00000000,ffdd,ffec,7,0055,-2228244,0,0
12,12,0,e321a0e2,1f491ec6,00000000,ffdd,ffec,7,0055,-2228244,0,0
13,13,0,e321a0e3,1f491ec6,00000000,ffdd,ffec,8,0056,-2228244,0,0
14,14,0,e321a0e4,1f491ec6,00000000,ffdd,ffec,9,0057,-2228244,0,0
15,15,0,e321a0e5,1f491ec6,00000000,ffdd,ffec,a,0058,-2228244,0,0
16,16,0,e321a0e6,1f491ec6,00000000,ffdd,ffec,b,0059,-2228244,0,0
17,17,0,e321a0e7,1f491ec6,00000000,ffdd,ffec,c,005a,-2228244,0,0
18,18,0,e321a0e8,1f491ec6,00000000,ffdd,ffec,0,005b,-2228244,0,0
19,19,0,e321a0e9,1f491ec6,00000000,ffdd,ffec,1,005c,-2228244,0,0
20,20,0,e321a0e9,1f491ec6,00000000,ffdd,ffec,1,005c,-2228244,0,0
21,21,0,e321a0ea,1f491ec6,00000000,ffdd,ffec,2,005d,-2228244,0,0
22,22,0,e321a0eb,1f491ec6,00000000,ffdd,ffec,3,005e,-2228244,0,0
23,23,0,e321a0ec,1f491ec6,00000000,ffdd,ffec,4,005f,-2228244,0,0
24,24,0,e321a0ed,1f491ec6,00000000,ffdd,ffec,5,0060,-2228244,0,0
25,25,0,e321a0ee,1f491ec6,00000000,ffdd,ffec,6,0061,-2228244,0,0
26,26,0,e321a0ef,1f491ec6,00000000,ffdd,ffec,7,0062,-2228244,0,0
27,27,0,e321a0ef,1f491ec6,00000000,ffdd,ffec,7,0062,-2228244,0,0
28,28,0,e321a0f0,1f491ec6,00000000,ffdd,ffec,8,0063,-2228244,0,0
29,29,0,e321a0f1,1f491ec6,00000000,ffdd,ffec,9,0064,-2228244,0,0
30,30,0,e321a0f2,1f491ec6,00000000,ffdd,ffec,a,0065,-2228244,0,0
31,31,0,e321a0f3,1f491ec6,00000000,ffdd,ffec,b,0066,-2228244,0,0
32,32,0,e321a0f4,1f491ec6,00000000,ffdd,ffec,c,0067,-2228244,0,0
33,33,0,e321a0f5,1f491ec6,00000000,ffdd,ffec,0,0068,-2228244,0,0
34,34,0,e321a0f6,1f491ec6,00000000,ffdd,ffec,1,0069,-2228244,0,0
35,35,0,e321a0f6,1f491ec6,00000000,ffdd,ffec,1,0069,-2228244,0,0
36,36,0,e321a0f7,1f491ec6,00000000,ffdd,ffec,2,006a,-2228244,0,0
37,37,0,e321a0f8,1f491ec6,00000000,ffdd,ffec,3,006b,-2228244,0,0
38,38,0,e321a0f9,1f491ec6,00000000,ffdd,ffec,4,006c,-2228244,0,0
39,39,0,e321a0fa,1f491ec6,00000000,ffdd,ffec,5,006d,-2228244,0,0
40,40,0,e321a0fb,1f491ec6,00000000,ffdd,ffec,6,006e,-2228244,0,0
41,41,0,e321a0fc,1f491ec6,00000000,ffdd,ffec,7,006f,-2228244,0,0
42,42,0,e321a0fc,1f491ec6,00000000,ffdd,ffec,7,006f,-2228244,0,0
43,43,0,e321a0fd,1f491ec6,00000000,ffdd,ffec,8,0070,-2228244,0,0
44,44,0,e321a0fe,1f491ec6,00000000,ffdd,ffec,9,0071,-2228244,0,0
45,45,0,e321a0ff,1f491ec6,00000000,ffdd,ffec,a,0072,-2228244,0,0
46,46,0,e321a100,1f491ec6,00000000,ffdd,ffec,b,0073,-2228244,0,0
47,47,0,e321a101,1f491ec6,00000000,ffdd,ffec,c,0074,-2228244,0,0
48,48,0,e321a102,1f491ec6,00000000,ffdd,ffec,0,0075,-2228244,0,0
49,49,0,e321a103,1f491ec6,00000000,ffdd,ffec,1,0076,-2228244,0,0
50,50,0,e321a103,1f491ec6,00000000,ffdd,ffec,1,0076,-2228244,0,0
51,51,0,e321a104,1f491ec6,00000000,ffdd,ffec,2,0077,-2228244,0,0
52,52,0,e321a105,1f491ec6,00000000,ffdd,ffec,3,0078,-2228244,0,0
53,53,0,e321a106,1f491ec6,00000000,ffdd,ffec,4,0079,-2228244,0,0
54,54,0,e321a107,1f491ec6,00000000,ffdd,ffec,5,007a,-2228244,0,0
55,55,0,e321a108,1f491ec6,00000000,ffdd,ffec,6,007b,-2228244,0,0
56,56,0,e321a109,1f491ec6,00000000,ffdd,ffec,7,007c,-2228244,0,0
57,57,0,e321a109,1f491ec6,00000000,ffdd,ffec,7,007c,-2228244,0,0
58,58,0,e321a10a,1f491ec6,00000000,ffdd,ffec,8,007d,-2228244,0,0
59,59,0,e321a10b,1f491ec6,00000000,ffdd,ffec,9,007e,-2228244,0,0
60,60,0,e321a10c,1f491ec6,00000000,ffdd,ffec,a,007f,-2228244,0,0
61,61,0,e321a10d,1f491ec6,00000000,ffdd,ffec,b,0080,-2228244,0,0
62,62,0,e321a10e,1f491ec7,00000000,fff0,ffdb,c,0081,-983077,0,1
63,63,0,e321a10f,1f491ec7,00000000,fff0,ffdb,0,0000,-983077,0,0
64,64,0,e321a110,1f491ec7,00000000,fff0,ffdb,1,0001,-983077,0,0
65,65,0,e321a110,1f491ec7,00000000,fff0,ffdb,1,0001,-983077,0,0
66,66,0,e321a111,1f491ec7,00000000,fff0,ffdb,2,0002,-983077,0,0
67,67,0,e321a112,1f491ec7,00000000,fff0,ffdb,3,0003,-983077,0,0
68,68,0,e321a113,1f491ec7,00000000,fff0,ffdb,4,0004,-983077,0,0
69,69,0,e321a114,1f491ec7,00000000,fff0,ffdb,5,0005,-983077,0,0
70,70,0,e321a115,1f491ec7,00000000,fff0,ffdb,6,0006,-983077,0,0
71,71,0,e321a116,1f491ec7,00000000,fff0,ffdb,7,0007,-983077,0,0
72,72,0,e321a116,1f491ec7,00000000,fff0,ffdb,0,0007,-983077,0,0
73,73,0,e321a117,1f491ec7,00000000,fff0,ffdb,8,0008,-983077,0,0
74,74,0,e321a118,1f491ec7,00000000,fff0,ffdb,9,0009,-983077,0,0
75,75,0,e321a119,1f491ec7,00000000,fff0,ffdb,a,000a,-983077,0,0
76,76,0,e321a11a,1f491ec7,00000000,fff0,ffdb,b,000b,-983077,0,0
77,77,0,e321a11b,1f491ec7,00000000,fff0,ffdb,c,000c,-983077,0,0
78,78,0,e321a11c,1f491ec7,00000000,fff0,ffdb,0,000d,-983077,0,0
79,79,0,e321a11d,1f491ec7,00000000,fff0,ffdb,1,000e,-983077,0,0
80,80,0,e321a11d,1f491ec7,00000000,fff0,ffdb,1,000e,-983077,0,0
81,81,0,e321a11e,1f491ec7,00000000,fff0,ffdb,2,000f,-983077,0,0
82,82,0,e321a11f,1f491ec7,00000000,fff0,ffdb,3,0010,-983077,0,0
83,83,0,e321a120,1f491ec7,00000000,fff0,ffdb,4,0011,-983077,0,0
84,84,0,e321a121,1f491ec7,00000000,fff0,ffdb,5,0012,-983077,0,0
85,85,0,e321a122,1f491ec7,00000000,fff0,ffdb,6,0013,-983077,0,0
86,86,0,e321a123,1f491ec7,00000000,fff0,ffdb,7,0014,-983077,0,0
87,87,0,e321a123,1f491ec7,00000000,fff0,ffdb,7,0014,-983077,0,0
88,88,0,e321a124,1f491ec7,00000000,fff0,ffdb,8,0015,-983077,0,0
89,89,0,e321a125,1f491ec7,00000000,fff0,ffdb,9,0016,-983077,0,0
90,90,0,e321a126,1f491ec7,00000000,fff0,ffdb,a,0017,-983077,0,0
91,91,0,e321a127,1f491ec7,00000000,fff0,ffdb,b,0018,-983077,0,0
92,92,0,e321a128,1f491ec7,00000000,fff0,ffdb,c,0019,-983077,0,0
93,93,0,e321a129,1f491ec7,00000000,fff0,ffdb,0,001a,-983077,0,0
94,94,0,e321a12a,1f491ec7,00000000,fff0,ffdb,1,001b,-983077,0,0
95,95,0,e321a12a,1f491ec7,00000000,fff0,ffdb,1,001b,-983077,0,0
96,96,0,e321a12b,1f491ec7,00000000,fff0,ffdb,2,001c,-983077,0,0
97,97,0,e321a12c,1f491ec7,00000000,fff0,ffdb,3,001d,-983077,0,0
98,98,0,e321a12d,1f491ec7,00000000,fff0,ffdb,4,001e,-983077,0,0
99,99,0,e321a12e,1f491ec7,00000000,fff0,ffdb,5,001f,-983077,0,0
100,100,0,e321a12f,1f491ec7,00000000,fff0,ffdb,6,0020,-983077,0,0
101,101,0,e321a130,1f491ec7,00000000,fff0,ffdb,7,0021,-983077,0,0
102,102,0,e321a130,1f491ec7,00000000,fff0,ffdb,7,0021,-983077,0,0
103,103,0,e321a131,1f491ec7,00000000,fff0,ffdb,8,0022,-983077,0,0
104,104,0,e321a132,1f491ec7,00000000,fff0,ffdb,9,0023,-983077,0,0
105,105,0,e321a133,1f491ec7,00000000,fff0,ffdb,a,0024,-983077,0,0
106,106,0,e321a134,1f491ec7,00000000,fff0,ffdb,b,0025,-983077,0,0
107,107,0,e321a135,1f491ec7,00000000,fff0,ffdb,c,0026,-983077,0,0
108,108,0,e321a136,1f491ec7,00000000,fff0,ffdb,0,0027,-983077,0,0
109,109,0,e321a137,1f491ec7,00000000,fff0,ffdb,1,0028,-983077,0,0
110,110,0,e321a137,1f491ec7,00000000,fff0,ffdb,1,0028,-983077,0,0
111,111,0,e321a138,1f491ec7,00000000,fff0,ffdb,2,0029,-983077,0,0
112,112,0,e321a139,1f491ec7,00000000,fff0,ffdb,3,002a,-983077,0,0
113,113,0,e321a13a,1f491ec7,00000000,fff0,ffdb,4,002b,-983077,0,0
114,114,0,e321a13b,1f491ec7,00000000,fff0,ffdb,5,002c,-983077,0,0
115,115,0,e321a13c,1f491ec7,00000000,fff0,ffdb,6,002d,-983077,0,0
116,116,0,e321a13d,1f491ec7,00000000,fff0,ffdb,7,002e,-983077,0,0
117,117,0,e321a13d,1f491ec7,00000000,fff0,ffdb,7,002e,-983077,0,0
118,118,0,e321a13e,1f491ec7,00000000,fff0,ffdb,8,002f,-983077,0,0
119,119,0,e321a13f,1f491ec7,00000000,fff0,ffdb,9,0030,-983077,0,0
120,120,0,e321a140,1f491ec7,00000000,fff0,ffdb,a,0031,-983077,0,0
121,121,0,e321a141,1f491ec7,00000000,fff0,ffdb,b,0032,-983077,0,0
122,122,0,e321a142,1f491ec7,00000000,fff0,ffdb,c,0033,-983077,0,0
123,123,0,e321a143,1f491ec7,00000000,fff0,ffdb,0,0034,-983077,0,0
124,124,0,e321a144,1f491ec7,00000000,fff0,ffdb,1,0035,-983077,0,0
125,125,0,e321a144,1f491ec7,00000000,fff0,ffdb,1,0035,-983077,0,0
126,126,0,e321a145,1f491ec7,00000000,fff0,ffdb,2,0036,-983077,0,0
127,127,0,e321a146,1f491ec7,00000000,fff0,ffdb,3,0037,-983077,0,0
128,128,0,e321a147,1f491ec7,00000000,fff0,ffdb,4,0038,-983077,0,0
129,129,0,e321a148,1f491ec7,00000000,fff0,ffdb,5,0039,-983077,0,0
130,130,0,e321a149,1f491ec7,00000000,fff0,ffdb,6,003a,-983077,0,0
131,131,0,e321a14a,1f491ec7,00000000,fff0,ffdb,7,003b,-983077,0,0
132,132,0,e321a14a,1f491ec7,00000000,fff0,ffdb,7,003b,-983077,0,0
133,133,0,e321a14b,1f491ec7,00000000,fff0,ffdb,8,003c,-983077,0,0
134,134,0,e321a14c,1f491ec7,00000000,fff0,ffdb,9,003d,-983077,0,0
135,135,0,e321a14d,1f491ec7,00000000,fff0,ffdb,a,003e,-983077,0,0
136,136,0,e321a14e,1f491ec7,00000000,fff0,ffdb,b,003f,-983077,0,0
137,137,0,e321a14f,1f491ec7,00000000,fff0,ffdb,c,0040,-983077,0,0
138,138,0,e321a150,1f491ec7,00000000,fff0,ffdb,0,0041,-983077,0,0
139,139,0,e321a151,1f491ec7,00000000,fff0,ffdb,1,0042,-983077,0,0
140,140,0,e321a151,1f491ec7,00000000,fff0,ffdb,1,0042,-983077,0,0
141,141,0,e321a152,1f491ec7,00000000,fff0,ffdb,2,0043,-983077,0,0
142,142,0,e321a153,1f491ec7,00000000,fff0,ffdb,3,0044,-983077,0,0
143,143,0,e321a154,1f491ec7,00000000,fff0,ffdb,4,0045,-983077,0,0
144,144,0,e321a155,1f491ec7,00000000,fff0,ffdb,5,0046,-983077,0,0
145,145,0,e321a156,1f491ec7,00000000,fff0,ffdb,6,0047,-983077,0,0
146,146,0,e321a157,1f491ec7,00000000,fff0,ffdb,7,0048,-983077,0,0
147,147,0,e321a157,1f491ec7,00000000,fff0,ffdb,7,0048,-983077,0,0
148,148,0,e321a158,1f491ec7,00000000,fff0,ffdb,8,0049,-983077,0,0
149,149,0,e321a159,1f491ec7,00000000,fff0,ffdb,9,004a,-983077,0,0
150,150,0,e321a15a,1f491ec7,00000000,fff0,ffdb,a,004b,-983077,0,0
151,151,0,e321a15b,1f491ec7,00000000,fff0,ffdb,b,004c,-983077,0,0
152,152,0,e321a15c,1f491ec7,00000000,fff0,ffdb,c,004d,-983077,0,0
153,153,0,e321a15d,1f491ec7,00000000,fff0,ffdb,0,004e,-983077,0,0
154,154,0,e321a15e,1f491ec7,00000000,fff0,ffdb,1,004f,-983077,0,0
155,155,0,e321a15e,1f491ec7,00000000,fff0,ffdb,1,004f,-983077,0,0
156,156,0,e321a15f,1f491ec7,00000000,fff0,ffdb,2,0050,-983077,0,0
157,157,0,e321a160,1f491ec7,00000000,fff0,ffdb,3,0051,-983077,0,0
158,158,0,e321a161,1f491ec7,00000000,fff0,ffdb,4,0052,-983077,0,0
159,159,0,e321a162,1f491ec7,00000000,fff0,ffdb,5,0053,-983077,0,0
160,160,0,e321a163,1f491ec7,00000000,fff0,ffdb,6,0054,-983077,0,0
161,161,0,e321a164,1f491ec7,00000000,fff0,ffdb,7,0055,-983077,0,0
162,162,0,e321a164,1f491ec7,00000000,fff0,ffdb,5,0055,-983077,0,0
163,163,0,e321a165,1f491ec7,00000000,fff0,ffdb,8,0056,-983077,0,0
164,164,0,e321a166,1f491ec7,00000000,fff0,ffdb,9,0057,-983077,0,0
165,165,0,e321a167,1f491ec7,00000000,fff0,ffdb,a,0058,-983077,0,0
166,166,0,e321a168,1f491ec7,00000000,fff0,ffdb,b,0059,-983077,0,0
167,167,0,e321a169,1f491ec7,00000000,fff0,ffdb,c,005a,-983077,0,0
168,168,0,e321a16a,1f491ec7,00000000,fff0,ffdb,0,005b,-983077,0,0
169,169,0,e321a16b,1f491ec7,00000000,fff0,ffdb,1,005c,-983077,0,0
170,170,0,e321a16b,1f491ec7,00000000,fff0,ffdb,1,005c,-983077,0,0
171,171,0,e321a16c,1f491ec7,00000000,fff0,ffdb,2,005d,-983077,0,0
172,172,0,e321a16d,1f491ec7,00000000,fff0,ffdb,3,005e,-983077,0,0
173,173,0,e321a16e,1f491ec7,00000000,fff0,ffdb,4,005f,-983077,0,0
174,174,0,e321a16f,1f491ec7,00000000,fff0,ffdb,5,0060,-983077,0,0
175,175,0,e321a170,1f491ec7,00000000,fff0,ffdb,6,0061,-983077,0,0
176,176,0,e321a171,1f491ec7,00000000,fff0,ffdb,7,0062,-983077,0,0
177,177,0,e321a173,1f491ec7,00000000,fff0,ffdb,7,0062,-983077,0,0
178,178,0,e321a172,1f491ec7,00000000,fff0,ffdb,8,0063,-983077,0,0
179,179,0,e321a173,1f491ec7,00000000,fff0,ffdb,9,0064,-983077,0,0
180,180,0,e321a174,1f491ec7,00000000,fff0,ffdb,a,0065,-983077,0,0
181,181,0,e321a175,1f491ec7,00000000,fff0,ffdb,b,0066,-983077,0,0
182,182,0,e321a176,1f491ec7,00000000,fff0,ffdb,c,0067,-983077,0,0
183,183,0,e321a177,1f491ec7,00000000,fff0,ffdb,0,0068,-983077,0,0
184,184,0,e321a178,1f491ec7,00000000,fff0,ffdb,1,0069,-983077,0,0
185,185,0,e321a178,1f491ec7,00000000,fff0,ffdb,1,0069,-983077,0,0
186,186,0,e321a179,1f491ec7,00000000,fff0,ffdb,2,006a,-983077,0,0
187,187,0,e321a17a,1f491ec7,00000000,fff0,ffdb,3,006b,-983077,0,0
188,188,0,e321a17b,1f491ec7,00000000,fff0,ffdb,4,006c,-983077,0,0
189,189,0,e321a17c,1f491ec7,00000000,fff0,ffdb,5,006d,-983077,0,0
190,190,0,e321a17d,1f491ec7,00000000,fff0,ffdb,6,006e,-983077,0,0
191,191,0,e321a17e,1f491ec7,00000000,fff0,ffdb,7,006f,-983077,0,0
192,192,0,e321a17e,1f491ec7,00000000,fff0,ffdb,7,006f,-983077,0,0
193,193,0,e321a17f,1f491ec7,00000000,fff0,ffdb,8,0070,-983077,0,0
194,194,0,e321a180,1f491ec7,00000000,fff0,ffdb,9,0071,-983077,0,0
195,195,0,e321a181,1f491ec7,00000000,fff0,ffdb,a,0072,-983077,0,0
196,196,0,e321a182,1f491ec7,00000000,fff0,ffdb,b,0073,-983077,0,0
197,197,0,e321a183,1f491ec7,00000000,fff0,ffdb,c,0074,-983077,0,0
198,198,0,e321a184,1f491ec7,00000000,fff0,ffdb,0,0075,-983077,0,0
199,199,0,e321a185,1f491ec7,00000000,fff0,ffdb,1,0076,-983077,0,0
200,200,0,e321a185,1f491ec7,00000000,fff0,ffdb,1,0076,-983077,0,0
201,201,0,e321a186,1f491ec7,00000000,fff0,ffdb,2,0077,-983077,0,0
202,202,0,e321a187,1f491ec7,00000000,fff0,ffdb,3,0078,-983077,0,0
203,203,0,e321a188,1f491ec7,00000000,fff0,ffdb,4,0079,-983077,0,0
204,204,0,e321a189,1f491ec7,00000000,fff0,ffdb,5,007a,-983077,0,0
205,205,0,e321a18a,1f491ec7,00000000,fff0,ffdb,6,007b,-983077,0,0
206,206,0,e321a18b,1f491ec7,00000000,fff0,ffdb,7,007c,-983077,0,0
207,207,0,e321a18b,1f491ec7,00000000,fff0,ffdb,7,007c,-983077,0,0
208,208,0,e321a18c,1f491ec7,00000000,fff0,ffdb,8,007d,-983077,0,0
209,209,0,e321a18d,1f491ec7,00000000,fff0,ffdb,9,007e,-983077,0,0
210,210,0,e321a18e,1f491ec7,00000000,fff0,ffdb,a,007f,-983077,0,0
211,211,0,e321a18f,1f491ec7,00000000,fff0,ffdb,b,0080,-983077,0,0
212,212,0,e321a190,1f491ec8,00000000,0009,ffd8,c,0081,655320,0,1
213,213,0,e321a191,1f491ec8,00000000,0009,ffd8,0,0000,655320,0,0
214,214,0,e321a192,1f491ec8,00000000,0009,ffd8,1,0001,655320,0,0
215,215,0,e321a192,1f491ec8,00000000,0009,ffd8,1,0001,655320,0,0
216,216,0,e321a193,1f491ec8,00000000,0009,ffd8,2,0002,655320,0,0
217,217,0,e321a194,1f491ec8,00000000,0009,ffd8,3,0003,655320,0,0
218,218,0,e321a195,1f491ec8,00000000,0009,ffd8,4,0004,655320,0,0
219,219,0,e321a196,1f491ec8,00000000,0009,ffd8,5,0005,655320,0,0
220,220,0,e321a197,1f491ec8,00000000,0009,ffd8,6,0006,655320,0,0
221,221,0,e321a198,1f491ec8,00000000,0009,ffd8,7,0007,655320,0,0
222,222,0,e321a198,1f491ec8,00000000,0009,ffd8,7,0007,655320,0,0
223,223,0,e321a199,1f491ec8,00000000,0009,ffd8,8,0008,655320,0,0
224,224,0,e321a19a,1f491ec8,00000000,0009,ffd8,9,0009,655320,0,0
225,225,0,e321a19b,1f491ec8,00000000,0009,ffd8,a,000a,655320,0,0
226,226,0,e321a19c,1f491ec8,00000000,0009,ffd8,b,000b,655320,0,0
227,227,0,e321a19d,1f491ec8,00000000,0009,ffd8,c,000c,655320,0,0
228,228,0,e321a19e,1f491ec8,00000000,0009,ffd8,0,000d,655320,0,0
229,229,0,e321a19f,1f491ec8,00000000,0009,ffd8,1,000e,655320,0,0
230,230,0,e321a19f,1f491ec8,00000000,0009,ffd8,1,000e,655320,0,0
231,231,0,e321a1a0,1f491ec8,00000000,0009,ffd8,2,000f,655320,0,0
232,232,0,e321a1a1,1f491ec8,00000000,0009,ffd8,3,0010,655320,0,0
233,233,0,e321a1a2,1f491ec8,00000000,0009,ffd8,4,0011,655320,0,0
234,234,0,e321a1a3,1f491ec8,00000000,0009,ffd8,5,0012,655320,0,0
235,235,0,e321a1a4,1f491ec8,00000000,0009,ffd8,6,0013,655320,0,0
236,236,0,e321a1a5,1f491ec8,00000000,0009,ffd8,7,0014,655320,0,0
237,237,0,e321a1a5,1f491ec8,00000000,0009,ffd8,7,0014,655320,0,0
238,238,0,e321a1a6,1f491ec8,00000000,0009,ffd8,8,0015,655320,0,0
239,239,0,e321a1a7,1f491ec8,00000000,0009,ffd8,9,0016,655320,0,0
240,240,0,e321a1a8,1f491ec8,00000000,0009,ffd8,a,0017,655320,0,0
241,241,0,e321a1a9,1f491ec8,00000000,0009,ffd8,b,0018,655320,0,0
242,242,0,e321a1aa,1f491ec8,00000000,0009,ffd8,c,0019,655320,0,0
243,243,0,e321a1ab,1f491ec8,00000000,0009,ffd8,0,001a,655320,0,0
244,244,0,e321a1ac,1f491ec8,00000000,0009,ffd8,1,001b,655320,0,0
245,245,0,e321a1ac,1f491ec8,00000000,0009,ffd8,1,001b,655320,0,0
246,246,0,e321a1ad,1f491ec8,00000000,0009,ffd8,2,001c,655320,0,0
247,247,0,e321a1ae,1f491ec8,00000000,0009,ffd8,3,001d,655320,0,0
248,248,0,e321a1af,1f491ec8,00000000,0009,ffd8,4,001e,655320,0,0
249,249,0,e321a1b0,1f491ec8,00000000,0009,ffd8,5,001f,655320,0,0
250,250,0,e321a1b1,1f491ec8,00000000,0009,ffd8,6,0020,655320,0,0
251,251,0,e321a1b2,1f491ec8,00000000,0009,ffd8,7,0021,655320,0,0
252,252,0,e321a1b2,1f491ec8,00000000,0009,ffd8,7,0021,655320,0,0
253,253,0,e321a1b3,1f491ec8,00000000,0009,ffd8,8,0022,655320,0,0
254,254,0,e321a1b4,1f491ec8,00000000,0009,ffd8,9,0023,655320,0,0
255,255,0,e321a1b5,1f491ec8,00000000,0009,ffd8,a,0024,655320,0,0
256,256,0,e321a1b6,1f491ec8,00000000,0009,ffd8,b,0025,655320,0,0
257,257,0,e321a1b7,1f491ec8,00000000,0009,ffd8,c,0026,655320,0,0
258,258,0,e321a1b8,1f491ec8,00000000,0009,ffd8,0,0027,655320,0,0
259,259,0,e321a1b9,1f491ec8,00000000,0009,ffd8,1,0028,655320,0,0
260,260,0,e321a1b9,1f491ec8,00000000,0009,ffd8,1,0028,655320,0,0
261,261,0,e321a1ba,1f491ec8,00000000,0009,ffd8,2,0029,655320,0,0
262,262,0,e321a1bb,1f491ec8,00000000,0009,ffd8,3,002a,655320,0,0
263,263,0,e321a1bc,1f491ec8,00000000,0009,ffd8,4,002b,655320,0,0
264,264,0,e321a1bd,1f491ec8,00000000,0009,ffd8,5,002c,655320,0,0
265,265,0,e321a1be,1f491ec8,00000000,0009,ffd8,6,002d,655320,0,0
266,266,0,e321a1bf,1f491ec8,00000000,0009,ffd8,7,002e,655320,0,0
267,267,0,e321a19f,1f491ec8,00000000,0009,ffd8,7,002e,655320,0,0
268,268,0,e321a1c0,1f491ec8,00000000,0009,ffd8,8,002f,655320,0,0
269,269,0,e321a1c1,1f491ec8,00000000,0009,ffd8,9,0030,655320,0,0
270,270,0,e321a1c2,1f491ec8,00000000,0009,ffd8,a,0031,655320,0,0
271,271,0,e321a1c3,1f491ec8,00000000,0009,ffd8,b,0032,655320,0,0
272,272,0,e321a1c4,1f491ec8,00000000,0009,ffd8,c,0033,655320,0,0
273,273,0,e321a1c5,1f491ec8,00000000,0009,ffd8,0,0034,655320,0,0
274,274,0,e321a1c6,1f491ec8,00000000,0009,ffd8,1,0035,655320,0,0
275,275,0,e321a1c6,1f491ec8,00000000,0009,ffd8,1,0035,655320,0,0
276,276,0,e321a1c7,1f491ec8,00000000,0009,ffd8,2,0036,655320,0,0
277,277,0,e321a1c8,1f491ec8,00000000,0009,ffd8,3,0037,655320,0,0
278,278,0,e321a1c9,1f491ec8,00000000,0009,ffd8,4,0038,655320,0,0
279,279,0,e321a1ca,1f491ec8,00000000,0009,ffd8,5,0039,655320,0,0
280,280,0,e321a1cb,1f491ec8,00000000,0009,ffd8,6,003a,655320,0,0
281,281,0,e321a1cc,1f491ec8,00000000,0009,ffd8,7,003b,655320,0,0
282,282,0,e321a1cc,1f491ec8,00000000,0009,ffd8,7,003b,655320,0,0
283,283,0,e321a1cd,1f491ec8,00000000,0009,ffd8,8,003c,655320,0,0
284,284,0,e321a1ce,1f491ec8,00000000,0009,ffd8,9,003d,655320,0,0
285,285,0,e321a1cf,1f491ec8,00000000,0009,ffd8,a,003e,655320,0,0
286,286,0,e321a1d0,1f491ec8,00000000,0009,ffd8,b,003f,655320,0,0
287,287,0,e321a1d1,1f491ec8,00000000,0009,ffd8,c,0040,655320,0,0
288,288,0,e321a1d2,1f491ec8,00000000,0009,ffd8,0,0041,655320,0,0
289,289,0,e321a1d3,1f491ec8,00000000,0009,ffd8,1,0042,655320,0,0
290,290,0,e321a1d3,1f491ec8,00000000,0009,ffd8,1,0042,655320,0,0
291,291,0,e321a1d4,1f491ec8,00000000,0009,ffd8,2,0043,655320,0,0
292,292,0,e321a1d5,1f491ec8,00000000,0009,ffd8,3,0044,655320,0,0
293,293,0,e321a1d6,1f491ec8,00000000,0009,ffd8,4,0045,655320,0,0
294,294,0,e321a1d7,1f491ec8,00000000,0009,ffd8,5,0046,655320,0,0
295,295,0,e321a1d8,1f491ec8,00000000,0009,ffd8,6,0047,655320,0,0
296,296,0,e321a1d9,1f491ec8,00000000,0009,ffd8,7,0048,655320,0,0
297,297,0,e321a1d9,1f491ec8,00000000,0009,ffd8,7,0048,655320,0,0
298,298,0,e321a1da,1f491ec8,00000000,0009,ffd8,8,0049,655320,0,0
299,299,0,e321a1db,1f491ec8,00000000,0009,ffd8,9,004a,655320,0,0
300,300,0,e321a1dc,1f491ec8,00000000,0009,ffd8,a,004b,655320,0,0
301,301,0,e321a1dd,1f491ec8,00000000,0009,ffd8,b,004c,655320,0,0
302,302,0,e321a1de,1f491ec8,00000000,0009,ffd8,c,004d,655320,0,0
303,303,0,e321a1df,1f491ec8,00000000,0009,ffd8,0,004e,655320,0,0
