Sample in Buffer,Sample in Window,TRIGGER,system_i/pusu_pl_dsp_core_0_dbg_input_sample_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_output_sample_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_output_drop_count[31:0],system_i/pusu_pl_dsp_core_0_dbg_last_i[15:0],system_i/pusu_pl_dsp_core_0_dbg_last_q[15:0],system_i/pusu_pl_dsp_core_0_dbg_nco_phase[3:0],system_i/pusu_pl_dsp_core_0_dbg_decim_count[15:0],system_i/pusu_pl_dsp_core_0_m_axis_tdata[31:0],system_i/pusu_pl_dsp_core_0_m_axis_tlast,system_i/pusu_pl_dsp_core_0_m_axis_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,HEX,HEX
929,929,0,e321a3fd,1f491ecc,00000000,0010,0024,9,0064,1048612,0,0
930,930,0,e321a3fe,1f491ecc,00000000,0010,0024,a,0065,1048612,0,0
931,931,0,e321a3ff,1f491ecc,00000000,0010,0024,b,0066,1048612,0,0
932,932,0,e321a400,1f491ecc,00000000,0010,0024,c,0067,1048612,0,0
933,933,0,e321a401,1f491ecc,00000000,0010,0024,0,0068,1048612,0,0
934,934,0,e321a402,1f491ecc,00000000,0010,0024,1,0069,1048612,0,0
935,935,0,e321a402,1f491ecc,00000000,0010,0024,1,0069,1048612,0,0
936,936,0,e321a403,1f491ecc,00000000,0010,0024,2,006a,1048612,0,0
937,937,0,e321a404,1f491ecc,00000000,0010,0024,3,006b,1048612,0,0
938,938,0,e321a405,1f491ecc,00000000,0010,0024,4,006c,1048612,0,0
939,939,0,e321a406,1f491ecc,00000000,0010,0024,5,006d,1048612,0,0
940,940,0,e321a407,1f491ecc,00000000,0010,0024,6,006e,1048612,0,0
941,941,0,e321a408,1f491ecc,00000000,0010,0024,7,006f,1048612,0,0
942,942,0,e321a408,1f491ecc,00000000,0010,0024,0,006f,1048612,0,0
943,943,0,e321a409,1f491ecc,00000000,0010,0024,8,0070,1048612,0,0
944,944,0,e321a40a,1f491ecc,00000000,0010,0024,9,0071,1048612,0,0
945,945,0,e321a40b,1f491ecc,00000000,0010,0024,a,0072,1048612,0,0
946,946,0,e321a40c,1f491ecc,00000000,0010,0024,b,0073,1048612,0,0
947,947,0,e321a40d,1f491ecc,00000000,0010,0024,c,0074,1048612,0,0
948,948,0,e321a40e,1f491ecc,00000000,0010,0024,0,0075,1048612,0,0
949,949,0,e321a40f,1f491ecc,00000000,0010,0024,1,0076,1048612,0,0
950,950,0,e321a40f,1f491ecc,00000000,0010,0024,1,0076,1048612,0,0
951,951,0,e321a410,1f491ecc,00000000,0010,0024,2,0077,1048612,0,0
952,952,0,e321a411,1f491ecc,00000000,0010,0024,3,0078,1048612,0,0
953,953,0,e321a412,1f491ecc,00000000,0010,0024,4,0079,1048612,0,0
954,954,0,e321a413,1f491ecc,00000000,0010,0024,5,007a,1048612,0,0
955,955,0,e321a414,1f491ecc,00000000,0010,0024,6,007b,1048612,0,0
956,956,0,e321a415,1f491ecc,00000000,0010,0024,7,007c,1048612,0,0
957,957,0,e321a415,1f491ecc,00000000,0010,0024,7,007c,1048612,0,0
958,958,0,e321a416,1f491ecc,00000000,0010,0024,8,007d,1048612,0,0
959,959,0,e321a417,1f491ecc,00000000,0010,0024,9,007e,1048612,0,0
960,960,0,e321a418,1f491ecc,00000000,0010,0024,a,007f,1048612,0,0
961,961,0,e321a419,1f491ecc,00000000,0010,0024,b,0080,1048612,0,0
962,962,0,e321a41a,1f491ecd,00000000,fff7,0027,c,0081,-589785,0,1
963,963,0,e321a41b,1f491ecd,00000000,fff7,0027,0,0000,-589785,0,0
964,964,0,e321a41c,1f491ecd,00000000,fff7,0027,1,0001,-589785,0,0
965,965,0,e321a41c,1f491ecd,00000000,fff7,0027,1,0001,-589785,0,0
966,966,0,e321a41d,1f491ecd,00000000,fff7,0027,2,0002,-589785,0,0
967,967,0,e321a41e,1f491ecd,00000000,fff7,0027,3,0003,-589785,0,0
968,968,0,e321a41f,1f491ecd,00000000,fff7,0027,4,0004,-589785,0,0
969,969,0,e321a420,1f491ecd,00000000,fff7,0027,5,0005,-589785,0,0
970,970,0,e321a421,1f491ecd,00000000,fff7,0027,6,0006,-589785,0,0
971,971,0,e321a422,1f491ecd,00000000,fff7,0027,7,0007,-589785,0,0
972,972,0,e321a422,1f491ecd,00000000,fff7,0027,0,000f,-589785,0,0
973,973,0,e321a423,1f491ecd,00000000,fff7,0027,8,0008,-589785,0,0
974,974,0,e321a424,1f491ecd,00000000,fff7,0027,9,0009,-589785,0,0
975,975,0,e321a425,1f491ecd,00000000,fff7,0027,a,000a,-589785,0,0
976,976,0,e321a426,1f491ecd,00000000,fff7,0027,b,000b,-589785,0,0
977,977,0,e321a427,1f491ecd,00000000,fff7,0027,c,000c,-589785,0,0
978,978,0,e321a428,1f491ecd,00000000,fff7,0027,0,000d,-589785,0,0
979,979,0,e321a429,1f491ecd,00000000,fff7,0027,1,000e,-589785,0,0
980,980,0,e321a429,1f491ecd,00000000,fff7,0027,1,000e,-589785,0,0
981,981,0,e321a42a,1f491ecd,00000000,fff7,0027,2,000f,-589785,0,0
982,982,0,e321a42b,1f491ecd,00000000,fff7,0027,3,0010,-589785,0,0
983,983,0,e321a42c,1f491ecd,00000000,fff7,0027,4,0011,-589785,0,0
984,984,0,e321a42d,1f491ecd,00000000,fff7,0027,5,0012,-589785,0,0
985,985,0,e321a42e,1f491ecd,00000000,fff7,0027,6,0013,-589785,0,0
986,986,0,e321a42f,1f491ecd,00000000,fff7,0027,7,0014,-589785,0,0
987,987,0,e321a425,1f491ecd,00000000,fff7,0027,0,0014,-589785,0,0
988,988,0,e321a430,1f491ecd,00000000,fff7,0027,8,0015,-589785,0,0
989,989,0,e321a431,1f491ecd,00000000,fff7,0027,9,0016,-589785,0,0
990,990,0,e321a432,1f491ecd,00000000,fff7,0027,a,0017,-589785,0,0
991,991,0,e321a433,1f491ecd,00000000,fff7,0027,b,0018,-589785,0,0
992,992,0,e321a434,1f491ecd,00000000,fff7,0027,c,0019,-589785,0,0
993,993,0,e321a435,1f491ecd,00000000,fff7,0027,0,001a,-589785,0,0
994,994,0,e321a436,1f491ecd,00000000,fff7,0027,1,001b,-589785,0,0
995,995,0,e321a436,1f491ecd,00000000,fff7,0027,1,001b,-589785,0,0
996,996,0,e321a437,1f491ecd,00000000,fff7,0027,2,001c,-589785,0,0
997,997,0,e321a438,1f491ecd,00000000,fff7,0027,3,001d,-589785,0,0
998,998,0,e321a439,1f491ecd,00000000,fff7,0027,4,001e,-589785,0,0
999,999,0,e321a43a,1f491ecd,00000000,fff7,0027,5,001f,-589785,0,0
1000,1000,0,e321a43b,1f491ecd,00000000,fff7,0027,6,0020,-589785,0,0
1001,1001,0,e321a43c,1f491ecd,00000000,fff7,0027,7,0021,-589785,0,0
1002,1002,0,e321a43c,1f491ecd,00000000,fff7,0027,7,0021,-589785,0,0
1003,1003,0,e321a43d,1f491ecd,00000000,fff7,0027,8,0022,-589785,0,0
1004,1004,0,e321a43e,1f491ecd,00000000,fff7,0027,9,0023,-589785,0,0
1005,1005,0,e321a43f,1f491ecd,00000000,fff7,0027,a,0024,-589785,0,0
1006,1006,0,e321a440,1f491ecd,00000000,fff7,0027,b,0025,-589785,0,0
1007,1007,0,e321a441,1f491ecd,00000000,fff7,0027,c,0026,-589785,0,0
1008,1008,0,e321a442,1f491ecd,00000000,fff7,0027,0,0027,-589785,0,0
1009,1009,0,e321a443,1f491ecd,00000000,fff7,0027,1,0028,-589785,0,0
1010,1010,0,e321a443,1f491ecd,00000000,fff7,0027,1,0028,-589785,0,0
1011,1011,0,e321a444,1f491ecd,00000000,fff7,0027,2,0029,-589785,0,0
1012,1012,0,e321a445,1f491ecd,00000000,fff7,0027,3,002a,-589785,0,0
1013,1013,0,e321a446,1f491ecd,00000000,fff7,0027,4,002b,-589785,0,0
1014,1014,0,e321a447,1f491ecd,00000000,fff7,0027,5,002c,-589785,0,0
1015,1015,0,e321a448,1f491ecd,00000000,fff7,0027,6,002d,-589785,0,0
1016,1016,0,e321a449,1f491ecd,00000000,fff7,0027,7,002e,-589785,0,0
1017,1017,0,e321a449,1f491ecd,00000000,fff7,0027,7,002e,-589785,0,0
1018,1018,0,e321a44a,1f491ecd,00000000,fff7,0027,8,002f,-589785,0,0
1019,1019,0,e321a44b,1f491ecd,00000000,fff7,0027,9,0030,-589785,0,0
1020,1020,0,e321a44c,1f491ecd,00000000,fff7,0027,a,0031,-589785,0,0
1021,1021,0,e321a44d,1f491ecd,00000000,fff7,0027,b,0032,-589785,0,0
1022,1022,0,e321a44e,1f491ecd,00000000,fff7,0027,c,0033,-589785,0,0
1023,1023,0,e321a44f,1f491ecd,00000000,fff7,0027,0,0034,-589785,0,0
