offset_hz,cic_db,fir_db,total_db
0.0,0.0,0.0,0.0
125.96899224806202,-9.916658858792946e-08,-9.016651095591572e-07,-1.0008316978337723e-06
251.93798449612405,-3.966663505372105e-07,-3.6063927527544966e-06,-4.00305910308806e-06
377.90697674418607,-8.924992879049047e-07,-8.113379923414928e-06,-9.005879212777121e-06
503.8759689922481,-1.5866654057266587e-06,-1.4421288540011443e-05,-1.6007953947481624e-05
629.8449612403101,-2.4791647081593923e-06,-2.252824583879496e-05,-2.50074105449916e-05
755.8139534883721,-3.569997197516964e-06,-3.2431844926318074e-05,-3.60018421227933e-05
881.7829457364342,-4.859162890663742e-06,-4.412914546048936e-05,-4.8988308353476365e-05
1007.7519379844962,-6.346661785263119e-06,-5.7616674546959256e-05,-6.396333633311035e-05
1133.7209302325582,-8.032493906065254e-06,-7.289042772259287e-05,-8.092292162910216e-05
1259.6899224806202,-9.916659248976028e-06,-8.994587014176271e-05,-9.986252939086382e-05
1385.6589147286822,-1.1999157826380455e-05,-0.0001087779379027953,-0.00012077709573063853
1511.6279069767443,-1.4279989680643302e-05,-0.000129381039521339,-0.00014366102919995892
1637.5968992248063,-1.6759154790569163e-05,-0.00015174905757960305,-0.00016850821237140038
1763.5658914728683,-1.9436653197729543e-05,-0.00017587535050616446,-0.00019531200370405519
1889.5348837209303,-2.231248489460065e-05,-0.00020175275451626091,-0.000224065239409235
2015.5038759689924,-2.5386649933532642e-05,-0.00022937358571163048,-0.00025476023564526977
2141.4728682170544,-2.8659148310065693e-05,-0.00025872964233703184,-0.0002873887906479777
2267.4418604651164,-3.212998007189927e-05,-0.0002898122071645436,-0.0003219421872356149
2393.4108527131784,-3.579914522824506e-05,-0.00032261205005774794,-0.0003584111952852388
2519.3798449612405,-3.966664379611482e-05,-0.000357119430668578,-0.0003967860744611458
2645.3488372093025,-4.373247579549867e-05,-0.0003933241012745773,-0.00043705657707198065
2771.3178294573645,-4.799664128793845e-05,-0.0004312153098067547,-0.0004792119510970617
2897.2868217054265,-5.245914028491603e-05,-0.00047078180297549315,-0.0005232409432614095
3023.2558139534885,-5.711997280185597e-05,-0.0005120118295610908,-0.0005691318023630073
3149.2248062015506,-6.197913889380578e-05,-0.0005548931438680133,-0.00061687228275879
3275.1937984496126,-6.703663858021793e-05,-0.0005994130093043243,-0.0006664496478830718
3401.1627906976746,-7.229247189605948e-05,-0.0006455582021114081,-0.000717850674006765
3527.1317829457366,-7.774663889374074e-05,-0.0006933150152276389,-0.000771061654123641
3653.1007751937987,-8.339913958814816e-05,-0.0007426692623265461,-0.0008260684019154602
