offset_hz,cic_db,fir_db,total_db
0.0,0.0,0.0,0.0
41.666666666666664,-1.240179653916188e-07,-1.1961477320165866e-06,-1.3201656971290218e-06
83.33333333333333,-4.960718837628482e-07,-4.784245873091132e-06,-5.280317756224595e-06
125.0,-1.116161757092867e-06,-1.0763259343660874e-05,-1.1879421101016937e-05
166.66666666666666,-1.984287570036634e-06,-1.9131463362204512e-05,-2.1115750934406593e-05
208.33333333333331,-3.100449339105588e-06,-2.9886443896173404e-05,-3.298689323397816e-05
250.0,-4.464647077951852e-06,-4.3025098381061194e-05,-4.748974545942574e-05
291.66666666666663,-6.076880780974645e-06,-5.8543636586118425e-05,-6.462051736871905e-05
333.3333333333333,-7.93715047153666e-06,-7.643758169808801e-05,-8.437473216867996e-05
375.0,-1.0045456176891539e-05,-9.670177159887211e-05,-0.0001067472277753002
416.66666666666663,-1.240179788382474e-05,-0.00011933036031304411,-0.00013173215819828728
458.3333333333333,-1.5006175604227828e-05,-0.00014431681970816446,-0.00015932299531023694
500.0,-1.785858939727807e-05,-0.0001716539413032782,-0.0001895125307005541
541.6666666666666,-2.0959039249861594e-05,-0.00020133383836595803,-0.00022229287761801113
583.3333333333333,-2.4307525175899238e-05,-0.00023334794813013312,-0.00025765547330671367
625.0,-2.7904047217310895e-05,-0.00026768703423310465,-0.00029559108145007015
666.6666666666666,-3.174860540351364e-05,-0.0003043411893467176,-0.00033608979474980777
708.3333333333333,-3.584119974177834e-05,-0.0003432998380036974,-0.000379141037743268
750.0,-4.018183026833918e-05,-0.0003845517395921982,-0.0004247335698609623
791.6666666666666,-4.477049701560635e-05,-0.00042808499156008026,-0.0004728554885759284
833.3333333333333,-4.960720001698771e-05,-0.00047388703281546994,-0.0005234942328272096
875.0,-5.4691939292423675e-05,-0.0005219446472706186,-0.0005766365865632153
916.6666666666666,-6.002471488792488e-05,-0.0005722439676467736,-0.0006322686825332915
958.3333333333333,-6.560552685435682e-05,-0.0006247704793694291,-0.0006903760062253368
1000.0,-7.14343752059734e-05,-0.0006795090247488263,-0.0007509433999543587
1041.6666666666665,-7.751125998020556e-05,-0.0007364438072586805,-0.0008139550672389813
1083.3333333333333,-8.383618124151868e-05,-0.0007955583960559355,-0.0008793945772991418
1125.0,-9.040913901294465e-05,-0.0008568357306490339,-0.0009472448696615442
1166.6666666666665,-9.723013335805037e-05,-0.0009202581257504639,-0.0010174882591063427
1208.3333333333333,-0.00010429916429800471,-0.0009858072763310177,-0.001090106440628193
1250.0,-0.00011161623190415489,-0.0010534642628189407,-0.0011650804947232688
1291.6666666666665,-0.00011918133622184372,-0.0011232095564942038,-0.001242390892713961
1333.3333333333333,-0.00012699447728776748,-0.001195023025039403,-0.0013220175023293114
1375.0,-0.00013505565518783644,-0.0012688839383110297,-0.0014039395934988376
1416.6666666666665,-0.00014336486994531117,-0.001344770974195206,-0.0014881358441437994
1458.3333333333333,-0.0001519221216336304,-0.0014226622247321891,-0.0015745843463652888
1500.0,-0.0001607274102982992,-0.001502535202322629,-0.0016632626126212742
1541.6666666666665,-0.0001697807360195714,-0.0015843668461661283,-0.001754147582184922
1583.3333333333333,-0.00017908209884012332,-0.0016681335288174248,-0.001847215627656685
1625.0,-0.00018863149883255827,-0.0017538110629307007,-0.0019424425617636598
1666.6666666666665,-0.00019842893605986802,-0.0018413747081622144,-0.0020398036442225535
1708.3333333333333,-0.00020847441059761266,-0.0019307991782043462,-0.0021392735888042854
1750.0,-0.00021876792249823988,-0.002022058648034102,-0.0022408265705328107
1791.6666666666665,-0.00022930947185087418,-0.00211512676124211,-0.0023444362330925393
1833.3333333333333,-0.00024009905871091958,-0.0022099766375878512,-0.0024500756962988145
1875.0,-0.0002511366831714212,-0.0023065808806432965,-0.0025577175638148166
1916.6666666666665,-0.0002624223452859171,-0.002404911585636935,-0.002667333930922085
1958.3333333333333,-0.00027395604514751523,-0.0025049403473893068,-0.002778896392535761
2000.0,-0.00028573778283296066,-0.0026066382684539553,-0.0028923760512871606
2041.6666666666665,-0.0002977675584190296,-0.002709975967358766,-0.003007743525777981
2083.333333333333,-0.0003100453719757785,-0.002814923586985404,-0.0031249689589618558
2125.0,-0.0003225712236186199,-0.0029214508031187975,-0.003244022026737307
2166.6666666666665,-0.00033534511341670747,-0.003029526833092484,-0.0033648719465100663
2208.333333333333,-0.00034836704144404756,-0.003139120444606126,-0.0034874874860499677
2250.0,-0.00036163700780842946,-0.003250199964631376,-0.003611836972439934
2291.6666666666665,-0.00037515501260224337,-0.00336273328847951,-0.003737888301079551
2333.333333333333,-0.00038892105590247956,-0.0034766878889768934,-0.0038656089448812704
2375.0,-0.00040293513781412523,-0.00359203082577541,-0.003994965963589911
2416.6666666666665,-0.0004171972584296608,-0.0037087287547545164,-0.004125926013183092
2458.333333333333,-0.000431707417848347,-0.0038267479375806426,-0.004258455355429899
2500.0,-0.0004464656161723675,-0.003946054251360348,-0.004392519867532627
2541.6666666666665,-0.0004614718535126151,-0.0040666131983969804,-0.004528085051912485
2583.333333333333,-0.00047672612995493816,-0.0041883899160702264,-0.004665116046025516
2625.0,-0.0004922284455736415,-0.004311349186824173,-0.004803577632397933
2666.6666666666665,-0.0005079788005433548,-0.004435455448241779,-0.004943434248786423
2708.333333333333,-0.0005239771949307262,-0.004560672803246376,-0.005084649998175988
2750.0,-0.0005402236288516162,-0.004686965030372376,-0.0052271886592242375
2791.6666666666665,-0.0005567181024286646,-0.004814295594162231,-0.005371013696590673
2833.333333333333,-0.000573460615747893,-0.00494262765561636,-0.005516088271365272
2875.0,-0.000590451168946464,-0.005071924082789742,-0.005662375251736345
2916.6666666666665,-0.0006076897621413165,-0.0052021474613943835,-0.0058098372235359415
2958.333333333333,-0.0006251763954455598,-0.005333260105570781,-0.0059584365010179495
3000.0,-0.0006429110689839037,-0.005465224068687604,-0.006108135137671189
3041.6666666666665,-0.0006608937828685485,-0.005598001154222729,-0.0062588949370936085
3083.333333333333,-0.0006791245372242599,-0.005731552926730513,-0.006410677463955659
3125.0,-0.0006976033321700437,-0.005865840722892493,-0.006563444055062569
3166.6666666666665,-0.0007163301678548301,-0.006000825662595597,-0.006717155830451905
3208.333333333333,-0.0007353050443803203,-0.006136468660119955,-0.006871773704500411
3250.0,-0.0007545279619003203,-0.006272730435360143,-0.007027258397260262
3291.6666666666665,-0.0007739989205262288,-0.006409571525112706,-0.007183570445636793
3333.333333333333,-0.0007937179204128699,-0.0065469522944232835,-0.007340670214835346
3375.0,-0.0008136849616620508,-0.006684832947985652,-0.007498517909647777
3416.6666666666665,-0.0008339000444575804,-0.006823173541583075,-0.007657073586042929
3458.333333333333,-0.0008543631689042113,-0.006961933993575892,-0.007816297162476246
3500.0,-0.0008750743351501209,-0.0071010740964314945,-0.007976148431581627
3541.6666666666665,-0.0008960335433377254,-0.00724055352831895,-0.008136587071657776
3583.333333333333,-0.000917240793613324,-0.007380331864693008,-0.008297572658304306
3625.0,-0.0009386960861058817,-0.007520368589938966,-0.008459064676044471
3666.6666666666665,-0.0009603994209791079,-0.007660623109059095,-0.008621022530039813
3708.333333333333,-0.0009823507983832346,-0.007801054759349499,-0.00878340555773265
3750.0,-0.0010045502184771985,-0.007941622822127294,-0.008946173040604629
3791.6666666666665,-0.0010269976813871693,-0.008082286534469489,-0.009109284215856453
3833.333333333333,-0.0010496931872885278,-0.008223005100969384,-0.009272698288255835
3875.0,-0.0010726367363113496,-0.00836373770548445,-0.009436374441795639
3916.6666666666665,-0.0010958283286445656,-0.008504443522947092,-0.009600271851590788
3958.333333333333,-0.0011192679644318007,-0.008645081731104174,-0.009764349695537071
4000.0,-0.0011429556438282765,-0.00878561152233584,-0.009928567166164363
4041.6666666666665,-0.0011668913670075626,-0.00892599211541467,-0.010092883482421645
4083.333333333333,-0.001191075134123962,-0.00906618276730167,-0.010257257901425725
4125.0,-0.0012155069453481965,-0.009206142784903792,-0.010421649730251805
4166.666666666666,-0.0012401868008500455,-0.00934583153683353,-0.010586018337683877
4208.333333333333,-0.0012651147007993106,-0.009485208465163795,-0.010750323165962538
4250.0,-0.0012902906453658152,-0.009624233097142358,-0.010914523742508056
4291.666666666666,-0.0013157146347165115,-0.009762865056916977,-0.01107857969163312
4333.333333333333,-0.0013413866690222302,-0.009901064077187209,-0.011242450746209528
4375.0,-0.0013673067484711843,-0.01003879001088133,-0.011406096759352538
4416.666666666666,-0.0013934748732323183,-0.010176002842765678,-0.01156947771599925
4458.333333333333,-0.0014198910435044955,-0.01031266270103752,-0.011732553744540283
4500.0,-0.0014465552594364478,-0.010448729868870524,-0.011895285128306825
4541.666666666666,-0.0014734675212290085,-0.010584164795911823,-0.01205763231714181
4583.333333333333,-0.0015006278290733864,-0.010718928109767314,-0.012219555938840842
4625.0,-0.0015280361831347686,-0.010852980627389219,-0.01238101681052365
4666.666666666666,-0.0015556925836246577,-0.01098628336645177,-0.012541975950076062
4708.333333333333,-0.0015835970307169593,-0.011118797556661869,-0.01270239458737947
4750.0,-0.0016117495246097114,-0.01125048465099502,-0.012862234175604923
4791.666666666666,-0.0016401500654961475,-0.011381306336890235,-0.01302145640238829
4833.333333333333,-0.0016687986535646974,-0.011511224547377817,-0.013180023200941478
4875.0,-0.0016976952890105598,-0.011640201472122545,-0.013337896761133453
4916.666666666666,-0.0017268399720366686,-0.011768199568416949,-0.013495039540454081
4958.333333333333,-0.001756232702851761,-0.011895181572082159,-0.01365141427493507
5000.0,-0.0017858734816501248,-0.012021110508310959,-0.01380698398996132
5041.666666666666,-0.0018157623086231707,-0.012145949702406657,-0.01396171201102863
5083.333333333333,-0.001845899183998014,-0.012269662790452437,-0.01411556197444863
5125.0,-0.001876284107939091,-0.012392213729895681,-0.014268497837834763
5166.666666666666,-0.0019069170807246706,-0.012513566810038446,-0.014420483890763273
5208.333333333333,-0.0019377981025057176,-0.012633686662424409,-0.014571484764930169
5250.0,-0.001968927173515199,-0.012752538271144361,-0.014721465444659753
5291.666666666666,-0.002000304293959089,-0.01287008698304181,-0.014870391277001708
5333.333333333333,-0.0020319294640713495,-0.012986298517800313,-0.015018227981871468
5375.0,-0.0020638026840329067,-0.01310113897794421,-0.015164941661976912
5416.666666666666,-0.0020959239541047587,-0.013214574858717042,-0.015310498812819155
5458.333333333333,-0.0021282932744813637,-0.013326573057856804,-0.015454866332340335
5500.0,-0.002160910645382272,-0.013437100885264078,-0.015598011530646282
5541.666666666666,-0.0021937760670463395,-0.013546126072522431,-0.01573990213957017
5583.333333333333,-0.0022268895396825323,-0.013653616782347215,-0.015880506322029742
5625.0,-0.002260251063540342,-0.013759541617854545,-0.016019792681395327
5666.666666666666,-0.0022938606388297257,-0.013863869631765266,-0.016157730270596204
5708.333333333333,-0.002327718265771262,-0.013966570335429843,-0.016294288601201815
5750.0,-0.0023618239446347366,-0.014067613707754228,-0.016429437652388874
5791.666666666666,-0.0023961776756291765,-0.014166970203972546,-0.016563147879603043
5833.333333333333,-0.0024307794589906295,-0.014264610764300252,-0.01669539022329174
5875.0,-0.002465629294940684,-0.014360506822435833,-0.016826136117376708
5916.666666666666,-0.00250072718374917,-0.014454630313936016,-0.016955357497685484
5958.333333333333,-0.0025360731256270875,-0.014546953684419023,-0.017083026810046094
6000.0,-0.0025716671208558628,-0.01463744989765274,-0.017209117018508514
6041.666666666666,-0.00260750916964169,-0.014726092443489058,-0.017333601613130627
6083.333333333333,-0.002643599272255404,-0.014812855345617238,-0.01745645461787336
6125.0,-0.002679937428920582,-0.01489771316920865,-0.01757765059812966
6166.666666666666,-0.0027165236399071106,-0.0149806410283726,-0.017697164668281324
6208.333333333333,-0.0027533579054520876,-0.01506161459347051,-0.017814972498922242
6250.0,-0.002790440225814806,-0.01514061009825737,-0.017931050324072644
6291.666666666666,-0.002827770601240096,-0.01521760434688231,-0.01804537494811946
