freq_hz,freq_over_rbw,magnitude_db
0,0,1.92865493310657e-15
4.16666666666667,0.00416666666666667,0.000464667678713543
8.33333333333333,0.00833333333333333,0.00185341346517103
12.5,0.0125,0.00415052624267331
16.6666666666667,0.0166666666666667,0.00733002204248659
20.8333333333333,0.0208333333333333,0.0113559428196625
25,0.025,0.0161827686928726
29.1666666666667,0.0291666666666667,0.0217559377827918
33.3333333333333,0.0333333333333333,0.0280124663594527
37.5,0.0375,0.0348816607572168
41.6666666666667,0.0416666666666667,0.0422859114621977
45.8333333333333,0.0458333333333333,0.0501415589377699
50,0.05,0.058359820134921
54.1666666666667,0.0541666666666667,0.0668477642388522
58.3333333333333,0.0583333333333333,0.0755093260228646
62.5,0.0625,0.0842463452017839
66.6666666666667,0.0666666666666667,0.0929596203807473
70.8333333333333,0.0708333333333333,0.101549966558002
75,0.075,0.109919265633899
79.1666666666667,0.0791666666666667,0.117971499976494
83.3333333333333,0.0833333333333333,0.125613759764978
87.5,0.0875,0.132757215548979
91.6666666666667,0.0916666666666667,0.139318048196991
95.8333333333333,0.0958333333333333,0.145218329136735
100,0.1,0.15038684449289
104.166666666667,0.104166666666667,0.15475985738647
108.333333333333,0.108333333333333,0.158281803262293
112.5,0.1125,0.160905913647777
116.666666666667,0.116666666666667,0.162594764213296
120.833333333333,0.120833333333333,0.163320743402075
125,0.125,0.16306643822974
129.166666666667,0.129166666666667,0.161824934128754
133.333333333333,0.133333333333333,0.159600025942084
137.5,0.1375,0.156406337367576
141.666666666667,0.141666666666667,0.15226934633817
145.833333333333,0.145833333333333,0.147225314010347
150,0.15,0.141321115246004
154.166666666667,0.154166666666667,0.13461396873176
158.333333333333,0.158333333333333,0.127171065205974
162.5,0.1625,0.119069092678514
166.666666666667,0.166666666666667,0.110393658049576
170.833333333333,0.170833333333333,0.101238605178987
175,0.175,0.0917052302398415
179.166666666667,0.179166666666667,0.0819013961168597
183.333333333333,0.183333333333333,0.0719405486863568
187.5,0.1875,0.0619406390353961
191.666666666667,0.191666666666667,0.0520229570343149
195.833333333333,0.195833333333333,0.0423108831501004
200,0.2,0.0329285669517529
204.166666666667,0.204166666666667,0.0239995423786431
208.333333333333,0.208333333333333,0.0156452914764453
212.5,0.2125,0.00798376990208429
216.666666666667,0.216666666666667,0.00112790900505689
220.833333333333,0.220833333333333,-0.00481588935314528
225,0.225,-0.00974924793668775
229.166666666667,0.229166666666667,-0.013583281055216
233.333333333333,0.233333333333333,-0.016240014548449
237.5,0.2375,-0.0176537399525988
241.666666666667,0.241666666666667,-0.0177722842165081
245.833333333333,0.245833333333333,-0.0165581770269914
250,0.25,-0.0139896989450426
254.166666666667,0.254166666666667,-0.0100617951423435
258.333333333333,0.258333333333333,-0.00478684153188215
262.5,0.2625,0.00180474753145812
266.666666666667,0.266666666666667,0.00966407810896627
270.833333333333,0.270833333333333,0.0187235072842439
275,0.275,0.0288965476139962
279.166666666667,0.279166666666667,0.0400779443640525
283.333333333333,0.283333333333333,0.052143921348599
287.5,0.2875,0.0649525881986916
291.666666666667,0.291666666666667,0.0783444991100051
295.833333333333,0.295833333333333,0.0921433506431933
300,0.3,0.106156804034365
304.166666666667,0.304166666666667,0.120177415770731
308.333333333333,0.308333333333333,0.133983658929085
312.5,0.3125,0.147341016973978
316.666666666667,0.316666666666667,0.160003131368696
320.833333333333,0.320833333333333,0.171712984440969
325,0.325,0.182204099436664
329.166666666667,0.329166666666667,0.191201740539264
333.333333333333,0.333333333333333,0.198424096779292
337.5,0.3375,0.203583435145088
341.666666666667,0.341666666666667,0.206387209773598
345.833333333333,0.345833333333333,0.206539115783842
350,0.35,0.203740078061271
354.166666666667,0.354166666666667,0.197689167051316
358.333333333333,0.358333333333333,0.188084435329836
362.5,0.3625,0.174623670346346
366.666666666667,0.366666666666667,0.157005060249492
370.833333333333,0.370833333333333,0.134927771080021
375,0.375,0.108092434835809
379.166666666667,0.379166666666667,0.0762015489664835
383.333333333333,0.383333333333333,0.0389597887374037
387.5,0.3875,-0.00392576538556496
391.666666666667,0.391666666666667,-0.052745482632484
395.833333333333,0.395833333333333,-0.107787116019944
400,0.4,-0.169335812307363
404.166666666667,0.404166666666667,-0.2376741943833
408.333333333333,0.408333333333333,-0.31308251266349
412.5,0.4125,-0.395838862208457
416.666666666667,0.416666666666667,-0.486219462495542
420.833333333333,0.420833333333333,-0.584498997092548
425,0.425,-0.69095101087363
429.166666666667,0.429166666666667,-0.80584836287942
433.333333333333,0.433333333333333,-0.929463733451276
437.5,0.4375,-1.06207018485718
441.666666666667,0.441666666666667,-1.20394177527327
445.833333333333,0.445833333333333,-1.35535422669242
450,0.45,-1.51658564810069
454.166666666667,0.454166666666667,-1.68791731610235
458.333333333333,0.458333333333333,-1.86963451609258
462.5,0.4625,-2.06202744808668
466.666666666667,0.466666666666667,-2.26539220243334
470.833333333333,0.470833333333333,-2.48003181188777
475,0.475,-2.70625738792462
479.166666666667,0.479166666666667,-2.94438935076583
483.333333333333,0.483333333333333,-3.1947587644226
487.5,0.4875,-3.45770879015854
491.666666666667,0.491666666666667,-3.73359627423108
495.833333333333,0.495833333333333,-4.02279348864283
500,0.5,-4.3256900470264
504.166666666667,0.504166666666667,-4.64269502182086
508.333333333333,0.508333333333333,-4.9742392937243
512.5,0.5125,-5.32077817022029
516.666666666667,0.516666666666667,-5.68279431702121
520.833333333333,0.520833333333333,-6.0608010548598
525,0.525,-6.45534608459975
529.166666666667,0.529166666666667,-6.8670157166472
533.333333333333,0.533333333333333,-7.29643969681347
537.5,0.5375,-7.74429674100518
541.666666666667,0.541666666666667,-8.21132091659847
545.833333333333,0.545833333333333,-8.698309040682
550,0.55,-9.20612930669665
554.166666666667,0.554166666666667,-9.73573140429285
558.333333333333,0.558333333333333,-10.2881584665243
562.5,0.5625,-10.8645612694399
566.666666666667,0.566666666666667,-11.4662152296604
570.833333333333,0.570833333333333,-12.0945409069538
575,0.575,-12.7511289375006
579.166666666667,0.579166666666667,-13.4377706234279
583.333333333333,0.583333333333333,-14.1564958209412
587.5,0.5875,-14.9096203569567
591.666666666667,0.591666666666667,-15.699806045707
595.833333333333,0.595833333333333,-16.5301376031477
600,0.6,-17.4042225783492
604.166666666667,0.604166666666667,-18.3263231836462
608.333333333333,0.608333333333333,-19.3015331948199
612.5,0.6125,-20.3360199301521
616.666666666667,0.616666666666667,-21.4373625442389
620.833333333333,0.620833333333333,-22.6150369395435
625,0.625,-23.8811312617221
629.166666666667,0.629166666666667,-25.2514381206222
633.333333333333,0.633333333333333,-26.7471907955103
637.5,0.6375,-28.3979621642817
641.666666666667,0.641666666666667,-30.2468097153119
645.833333333333,0.645833333333333,-32.3601487068047
650,0.65,-34.8487753568007
654.166666666667,0.654166666666667,-37.9197071909028
658.333333333333,0.658333333333333,-42.0365991705278
662.5,0.6625,-48.6767987383891
666.666666666667,0.666666666666667,-124.016459536528
670.833333333333,0.670833333333333,-49.9888401219697
675,0.675,-44.668756159128
679.166666666667,0.679166666666667,-41.8775345105107
683.333333333333,0.683333333333333,-40.142114454138
687.5,0.6875,-39.002711402906
691.666666666667,0.691666666666667,-38.2563902062273
695.833333333333,0.695833333333333,-37.796841264472
700,0.7,-37.5627059602409
704.166666666667,0.704166666666667,-37.5167513730454
708.333333333333,0.708333333333333,-37.6362572944386
712.5,0.7125,-37.9082291190849
716.666666666667,0.716666666666667,-38.3270085366655
720.833333333333,0.720833333333333,-38.8932879438331
725,0.725,-39.6141654275322
729.166666666667,0.729166666666667,-40.5042589530511
733.333333333333,0.733333333333333,-41.5882922563918
737.5,0.7375,-42.9062453153169
741.666666666667,0.741666666666667,-44.5237458217284
745.833333333333,0.745833333333333,-46.5548330818826
750,0.75,-49.2194944056559
754.166666666667,0.754166666666667,-53.0277951153101
758.333333333333,0.758333333333333,-59.7119820008028
762.5,0.7625,-78.4518327576494
766.666666666667,0.766666666666667,-58.3065167925211
770.833333333333,0.770833333333333,-52.9859094577987
775,0.775,-49.9210576022198
779.166666666667,0.779166666666667,-47.8431069007293
783.333333333333,0.783333333333333,-46.3330222558066
787.5,0.7875,-45.2000917959223
791.666666666667,0.791666666666667,-44.3417361573802
795.833333333333,0.795833333333333,-43.6968526171705
800,0.8,-43.2265761465621
804.166666666667,0.804166666666667,-42.9051684994052
808.333333333333,0.808333333333333,-42.715273837543
812.5,0.8125,-42.6452859181416
816.666666666667,0.816666666666667,-42.6878384888311
820.833333333333,0.820833333333333,-42.8389513266182
825,0.825,-43.0976039283847
829.166666666667,0.829166666666667,-43.4656340066297
