candidate_key,selected,mode,mode_order,source,role,fs_hz,target_rbw_hz,total_decimation,fir_taps,design_method,window,beta,cutoff_hz,actual_enbw_hz,enbw_over_rbw,correction_db,passband_flatness_db,passband_flatness_0p45_db,att_2x_db,att_5x_db,observe_points,skip_points,accum_target,nyquist_hz,freq_2x_hz,freq_5x_hz,status,strict_pass,acceptable_pass,note
30K__recalc_scan__hamming__192t__15150__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,15150,28880.1744939849,0.962672483132829,-0.165214418073167,0.0303812364950542,0.781658415715321,-84.7153979044136,-87.7684640092336,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__15300__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,15300,29178.9935073618,0.972633116912059,-0.120509473451504,0.0303808402982658,0.596355185313824,-81.7104586986094,-90.7282551563366,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__15450__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,15450,29485.293708673,0.982843123622433,-0.0751579649355412,0.0282599399932881,0.443198908948013,-73.2951014084922,-80.2780451012894,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__15600__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,15600,29798.629639546,0.993287654651532,-0.0292496224299299,0.0242537846754145,0.318674411580088,-69.5160169755863,-76.0693917273943,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__15750__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,15750,30118.0128917392,1.00393376305797,0.0170506013234322,0.018827557232731,0.219366422684836,-67.3944893230281,-73.7405674051481,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__15900__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,15900,30441.9820902334,1.01473273634111,0.0635167139551311,0.012796230326995,0.141979056331095,-66.2552070357839,-72.4625386490043,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__16050__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,16050,30768.7101461438,1.02562367153813,0.109880358679445,0.00921163803354295,0.0833585030185939,-65.8642673830746,-71.9562440902393,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__16200__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,16200,31096.1418514682,1.03653806171561,0.155852540319681,0.0128144494050306,0.0405184757153055,-66.1574423675671,-72.1345389416109,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__16350__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,16350,31422.1520289673,1.04740506763224,0.201146708060584,0.0166476582778379,0.0260084128207153,-67.1876519903573,-73.0286293150314,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__16500__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,16500,31744.7121043899,1.05815707014633,0.245501380533858,0.0211551523221714,0.0270843101697318,-69.1670983869676,-74.8121866247065,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__16650__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,16650,32062.0515331607,1.06873505110536,0.288700530996355,0.0254850538607339,0.0271518985194353,-72.7009969455767,-77.9760445194629,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__192t__16800__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,16800,32372.8003297259,1.0790933443242,0.330590138872717,0.028071748510588,0.0280712433462196,-80.2600686355294,-84.2959737509905,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15000__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,15000,28765.2860906835,0.95884286968945,-0.182525569773932,0.0403015279061761,0.696935873913974,-74.7419796667072,-78.9597505251653,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15150__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,15150,29046.8826425019,0.968229421416731,-0.140217246647643,0.0455165281448639,0.494435086448522,-88.082540255222,-87.61449598295,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15300__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,15300,29336.2542238868,0.977875140796226,-0.0971659421541145,0.0495044239255202,0.332307484041885,-79.3573185678755,-89.7128375357443,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15450__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,15450,29634.2339933741,0.987807799779137,-0.0532754895026955,0.05146204224287,0.20593423004813,-72.1525497899338,-79.6179823735106,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15600__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,15600,29940.9873114259,0.998032910380864,-0.0085513750907197,0.0509663497154368,0.110776957854786,-68.7014214288279,-75.4776204614392,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15750__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,15750,30255.9977826878,1.00853325942293,0.0369022495401272,0.0480022655583022,0.0480013653783112,-66.753324342728,-73.1815875072844,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15900__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,15900,30578.1041455489,1.01927013818496,0.0828930076310167,0.0429519541646903,0.042952474052881,-65.7373722850289,-71.9254128395629,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16050__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,16050,30905.5863355864,1.03018621118622,0.129157326482144,0.0365498208516508,0.0431688788706607,-65.4533897540855,-71.43695500389,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16200__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,16200,31236.2956298104,1.04120985432701,0.175382697518276,0.0287818674240484,0.0453182558000038,-65.856057574851,-71.6324646014422,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16350__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,16350,31567.8202405446,1.05226067468482,0.221233401536771,0.020947476917042,0.0462736885489079,-67.0184710242852,-72.5462313806818,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16500__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,16500,31897.674375468,1.0632558125156,0.266377655563421,0.0258305168657768,0.0408862274525479,-69.1922627684136,-74.3571432420099,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16650__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,16650,32223.4960519434,1.07411653506478,0.310514022108521,0.0313457216395933,0.0313457544102108,-73.1111910169536,-77.5707510394705,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16800__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,4,16800,32543.2373377708,1.08477457792569,0.353394987980993,0.0363955304217502,0.0363944852817085,-82.2281511363168,-84.0438131698426,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15000__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,15000,28664.9093030837,0.955496976769457,-0.197706827318563,0.014024094316977,0.962308279725863,-83.2375579440857,-86.8710860013544,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15150__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,15150,28955.7608408046,0.965192028026821,-0.153862737900437,0.0159202487444395,0.741021319898468,-99.2149346128836,-95.6668200749179,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15300__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,15300,29249.4631220599,0.974982104068663,-0.110033557635726,0.0177908963564565,0.556566247286811,-86.3792995597661,-97.2832400955491,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15450__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,15450,29546.5164783664,0.984883882612214,-0.0661496961755464,0.0192319370721747,0.405329147319622,-79.7163492152114,-87.3772627103186,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15600__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,15600,29847.1552660574,0.994905175535248,-0.0221830991180796,0.0199115179031483,0.283734700450701,-76.4330005137651,-83.2751305509079,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15750__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,15750,30151.3296948156,1.00504432316052,0.0218521487051212,0.0196375813414212,0.188264110880973,-74.578795518566,-80.9987000668978,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15900__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,15900,30458.7097691459,1.0152903256382,0.0659024795704735,0.0183895700260117,0.11547864665025,-73.6325586294701,-79.756806225583,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16050__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,16050,30768.7111055251,1.0256237035175,0.109880494094286,0.0163047182936183,0.062048378111248,-73.4111242870612,-79.2809620029429,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16200__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,16200,31080.5407718083,1.03601802572694,0.153673117853145,0.0136709034285803,0.0247852968742916,-73.8793112947234,-79.4891048758875,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16350__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,16350,31393.2597531409,1.04644199177136,0.19715158759893,0.0108935230845968,0.0180055096228197,-75.121954713857,-80.4170383134287,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16500__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,16500,31705.8572909129,1.0568619096971,0.240182457990374,0.00896928524096876,0.0187862718561088,-77.4154373149177,-82.2464034193445,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16650__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,16650,32017.3312913211,1.06724437637737,0.282638750574211,0.0108633589528395,0.0194292624160239,-81.5808190189301,-85.4910563104186,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16800__5,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,5,16800,32326.7683783367,1.07755894594456,0.324410367893727,0.0129555210188706,0.0193496660050542,-91.8981999191656,-92.0555094639734,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15000__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,15000,28547.5165475235,0.951583884917452,-0.215529213538627,0.0382024922126762,1.188736331276,-92.2593333507409,-95.0669212951386,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15150__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,15150,28843.2156445832,0.961440521486105,-0.170775777690995,0.0187092359818035,0.955813206012196,-114.744400421813,-104.047910052632,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15300__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,15300,29139.8383122692,0.971327943742305,-0.126341170414944,0.0066161514787093,0.75661910261389,-93.5910692820516,-105.061644021146,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15450__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,15450,29437.6571321317,0.981255237737723,-0.0821801206628853,0.00671289529327871,0.588250204692761,-87.5168082790126,-95.3827321774611,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15600__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,15600,29736.8476498242,0.991228254994141,-0.038263268770015,0.00722994729692621,0.447819759530471,-84.4314538678097,-91.3270084417882,256,128,576,162500,60000,150000,PASS_STRICT,1,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15750__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,15750,30037.4745257655,1.00124915085885,0.0054216077521878,0.00749657226537314,0.332470835480015,-82.6908930834874,-89.0735479140875,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__15900__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,15900,30339.4865913709,1.01131621971236,0.0488697260708343,0.00742134036677382,0.239392949585897,-81.8300468765417,-87.8476450269276,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16200__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,16200,30946.9173130037,1.03156391043346,0.134961398116031,0.00619759277366632,0.109164359448132,-82.2367034622547,-87.6073101388735,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16350__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,16350,31251.7368636448,1.04172456212149,0.177529042191643,0.0051849230186056,0.0668200270142515,-83.5827814855494,-88.5509861828695,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16500__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,16500,31556.7917234826,1.05189305744942,0.219715887526524,0.00408498293853103,0.036410878023922,-86.0359881585327,-90.4018439542381,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16650__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,16650,31861.6750944072,1.06205583648024,0.261473499260541,0.00366141479783471,0.0157055415279817,-90.5496220042665,-93.6845794122102,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__192t__16800__6,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,16800,32165.9942208146,1.07219980736049,0.302757248606694,0.00433438154070293,0.00759094836271112,-102.997392428723,-100.366424694263,256,128,576,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__15000__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,15000,29071.7519661038,0.969058398870125,-0.136500500464291,0.022218740909319,0.378541111660683,-79.6053505822776,-86.2107238456072,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__15150__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,15150,29383.2018624483,0.979440062081608,-0.0902213598745511,0.0253000819087373,0.229703813121604,-146.293018050948,-95.7321130115052,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__15300__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,15300,29684.4462551557,0.989481541838524,-0.0459230287491083,0.0254189458404106,0.124309501014991,-79.5819164265444,-94.6650492261244,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__15450__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,15450,29975.2950883773,0.999176502945909,-0.00357787565185801,0.0226054421353782,0.0544486125561241,-74.1652980691976,-85.8836376153986,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__15600__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,15600,30256.9909568196,1.00856636522732,0.0370448073790365,0.0174796597454133,0.0246703156022868,-71.7055663954736,-82.3644499037286,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__15750__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,15750,30532.0328988023,1.01773442996008,0.0763446695008949,0.0114148027861612,0.0228673744442762,-70.8042738019603,-80.8061244323981,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__15900__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,15900,30803.8265380314,1.02679421793438,0.114834144148095,0.00852347729872655,0.0193998981603532,-71.1504734673825,-80.568815575057,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__16050__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,16050,31076.2139483078,1.03587379827693,0.153068480245555,0.014018772333937,0.0146224053100961,-72.8594699441848,-81.575870123276,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__16200__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,16200,31352.9507353812,1.04509835784604,0.191571653366764,0.0195745009048401,0.0195745009048401,-76.6796295674459,-84.1824967415155,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__16350__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,16350,31637.2010023684,1.05457336674561,0.230767990251517,0.0234728667439946,0.0234728099712681,-86.9043374483159,-89.9680912852743,256,128,640,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__16500__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,16500,31931.1148612966,1.06437049537655,0.270928272916486,0.0248487534232807,0.0248487534232807,-84.0414437958079,-111.575593477832,256,128,640,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__16650__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,16650,32235.5406640611,1.07451802213537,0.312137040045733,0.0234634503838037,0.0234634503838037,-75.7828276802984,-88.7132866775303,256,128,640,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__hamming__256t__16800__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,hamming,NaN,16800,32549.9074567142,1.08499691522381,0.354285034350701,0.0196424869419582,0.0196426449067606,-72.3878668011093,-83.6442850898317,256,128,640,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__15000__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,15000,29193.7966965299,0.973126556550998,-0.118306754175735,0.0297295084247256,0.14964670917345,-80.3682062417109,-85.7577292149684,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__15150__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,15150,29512.9200830833,0.983764002769445,-0.0710907289745782,0.0351476348471577,0.0549769543454142,-98.3358843408736,-95.469159718402,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__15300__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,15300,29821.351002268,0.994045033408933,-0.0259394023248558,0.0383532693834388,0.0582088751610867,-78.502315063021,-93.9034378948482,256,128,640,162500,60000,150000,PASS_STRICT,1,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__15450__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,15450,30117.9160542747,1.00393053514249,0.0170366375721643,0.0383344903071938,0.0599820022335129,-73.5781076134886,-85.2784536509277,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__15600__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,15600,30403.0978057972,1.01343659352657,0.0579658189637065,0.0350027792621498,0.0586266001756905,-71.3278715964971,-81.7976088818715,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__15750__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,15750,30678.9607205824,1.02263202401941,0.0971938866154655,0.029165926643633,0.0453867656702973,-70.5749392499893,-80.2611841543901,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__15900__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,15900,30948.8530207487,1.03162843402496,0.135233037741158,0.0224266325322386,0.0282448210622078,-71.0664484745004,-80.0424179115686,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__16050__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,16050,31216.9328548116,1.04056442849372,0.172689755356665,0.0168384092573093,0.0309073139263175,-72.9675898640362,-81.0704546102089,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__16200__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,16200,31487.5905117668,1.04958635039223,0.210181741772772,0.0223472533613213,0.0348469219714595,-77.168777766955,-83.7093426145674,256,128,640,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__16350__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,16350,31764.8485536617,1.05882828512206,0.24825534356126,0.027946778827339,0.0395395074689408,-89.6354476542692,-89.5796235164361,256,128,640,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
30K__recalc_scan__kaiser__256t__16500__4,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,256,windowed_sinc,kaiser,4,16500,32051.819558276,1.06839398527587,0.287314344140547,0.0317805148918224,0.0435721232493607,-82.2169200650495,-109.408858431053,256,128,640,162500,60000,150000,FAIL,0,0,"30K@325kSPS recalc scan"
