candidate_key,selected,mode,mode_order,source,role,fs_hz,target_rbw_hz,total_decimation,fir_taps,design_method,window,beta,cutoff_hz,actual_enbw_hz,enbw_over_rbw,correction_db,passband_flatness_db,passband_flatness_0p45_db,att_2x_db,att_5x_db,observe_points,skip_points,accum_target,nyquist_hz,freq_2x_hz,freq_5x_hz,status,strict_pass,acceptable_pass,note
300K__recalc_scan__kaiser__160t__159000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,4,159000,304942.537661125,1.01647512553708,0.0709675535559879,0.0311339662839212,0.150732580277111,-69.8318490067299,-81.2640688432928,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__162000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,4,162000,311336.055620881,1.0377868520696,0.161081642296054,0.0417060662975936,0.0590293790788673,-89.5738144053362,-95.5460675957513,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__165000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,4,165000,317467.922773072,1.05822640924357,0.245785956440044,0.0462321438810429,0.0650109820132156,-71.5381142189324,-84.9258367761806,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__168000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,4,168000,323309.190097595,1.07769730032532,0.324967949334895,0.0429234083510231,0.0660760298356823,-65.8780086119201,-78.5473486188367,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__171000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,4,171000,328895.046455264,1.09631682151755,0.399360778285288,0.0330297698849912,0.0510740121768898,-63.8136210090072,-76.2092640720789,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__174000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,4,174000,334316.393680047,1.11438797893349,0.470364186429268,0.0206600676088903,0.0258632360897177,-63.8154457005361,-75.9970047442572,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__150000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,150000,283843.55037606,0.946145167920201,-0.240422242854468,0.0807476957241792,1.43430960974772,-72.1030233722231,-84.395797206074,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__153000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,153000,290028.306619594,0.966761022065314,-0.146808678249951,0.0177596284963781,0.968324022055322,-71.7525200436711,-83.7669354273486,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__156000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,156000,296270.034667659,0.987566782225528,-0.0543352641403479,0.0177054107680354,0.614101927720722,-73.4055172718045,-85.0894205889454,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__159000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,159000,302515.026538138,1.00838342179379,0.0362569709697202,0.0191780468013468,0.356192547199916,-78.1988208386437,-89.1863539823143,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__162000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,162000,308708.825593289,1.0290294186443,0.124277908676338,0.0149001523841641,0.179158704500657,-105.001671453437,-103.846370811887,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__165000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,165000,314808.373085743,1.04936124361914,0.209250202271332,0.01770705543857,0.067608252409214,-78.8842034290596,-92.6590878870799,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__168000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,168000,320791.615210149,1.06930538403383,0.291017535347515,0.0179997637821943,0.0241705229132382,-73.5775271317816,-86.356805682142,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__171000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,171000,326662.355675081,1.08887451891694,0.369778348688504,0.015219858175239,0.0237603665525814,-71.6644832853507,-84.0442507769978,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__174000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,5,174000,332449.267531344,1.10816422510448,0.446041257097351,0.0104011755928902,0.0207486497825852,-71.7916261387469,-83.8499088892792,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__150000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,150000,282440.765793012,0.941469219310041,-0.261938743752217,0.190351652799451,1.66687455334061,-80.2152103826492,-92.4760250556218,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__153000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,153000,288493.791246953,0.961645970823175,-0.169847836965536,0.0953002390423203,1.1938979833452,-80.0091798542661,-91.8748145562555,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__156000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,156000,294579.505000458,0.98193168333486,-0.0791872665579913,0.0377079054746814,0.822085194653686,-81.8415049227754,-93.2286139109793,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__159000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,159000,300678.40479958,1.00226134933193,0.00980982781700516,0.00725318237805069,0.538552042742434,-87.0343233094977,-97.3837204890881,384,64,608,1625000,600000,1500000,PASS_STRICT,1,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__162000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,162000,306768.080644833,1.02256026881611,0.0968891437415056,0.00773111626930758,0.330477581933402,-115.721293216896,-112.554092808164,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__165000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,165000,312828.287032466,1.04276095677489,0.181847618761743,0.00784221638780407,0.185166495256755,-86.4329311163711,-100.617196883704,384,64,608,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__168000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,168000,318845.497972775,1.06281832657592,0.264590345058083,0.00700321326181408,0.0902283851265124,-81.5361340390134,-94.4113512163526,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__171000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,171000,324815.915720213,1.08271971906738,0.345160464532846,0.00664301381503048,0.0338648285163925,-79.8130929467368,-92.1343783573278,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__160t__174000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,160,windowed_sinc,kaiser,6,174000,330746.263322235,1.10248754440745,0.423736916313312,0.00517073330224052,0.00831925522780494,-80.1049097404171,-91.9668803789146,384,64,608,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__150000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,150000,285887.103831209,0.952957012770696,-0.209266896424167,0.028234381589337,1.00270744343947,-74.2650437017778,-79.3565573276847,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__153000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,153000,291789.935073618,0.972633116912059,-0.120509473451503,0.0303808402982658,0.596355185313824,-81.7104586986094,-90.7282551563366,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__156000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,156000,297986.29639546,0.993287654651532,-0.0292496224299304,0.0242537846754145,0.318674411580088,-69.5160169755863,-76.0693917273943,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__159000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,159000,304419.820902334,1.01473273634111,0.0635167139551321,0.012796230326995,0.141979056331095,-66.2552070357839,-72.4625386490043,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__162000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,162000,310961.418514682,1.03653806171561,0.155852540319681,0.0128144494050287,0.0405184757153084,-66.1574423675655,-72.1345389416145,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__165000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,165000,317447.121043899,1.05815707014633,0.245501380533857,0.0211551523221733,0.0270843101697357,-69.1670983869665,-74.8121866247078,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__168000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,168000,323728.003297259,1.0790933443242,0.330590138872715,0.0280717485105908,0.0280712433462245,-80.260068635525,-84.2959737510232,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__171000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,171000,329716.744335531,1.09905581445177,0.410197481950135,0.0272828143808712,0.0272825581517355,-74.6562890359914,-82.1177452812839,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__hamming__192t__174000__NaN,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,hamming,NaN,174000,335415.334570658,1.11805111523553,0.484616591472488,0.0193324355513287,0.0193324414151503,-67.6957408335563,-74.2404149580796,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__150000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,150000,288141.137825406,0.960470459418019,-0.175159879173695,0.109088324859892,0.381716063740511,-66.8505017068211,-71.4750423468964,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__153000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,153000,293631.443054605,0.978771476848682,-0.0931869525375716,0.12623519125139,0.126230548324206,-72.6267929887051,-82.4940663865833,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__156000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,156000,299924.957607182,0.999749858690607,-0.00108648579681133,0.121001579385325,0.121001219573614,-61.3658948641205,-68.0775203846413,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__159000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,159000,306937.551821045,1.02312517273682,0.0992877007906114,0.0948956023849035,0.106979028241018,-58.2688592295523,-64.4928813730471,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__162000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,162000,314366.988045015,1.04788996015005,0.203156793950795,0.045260095004466,0.0834765862802793,-58.2833963811363,-64.1727976700608,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__165000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,165000,321777.408037694,1.07259136012565,0.304342943379683,0.069873840696976,0.069873840696976,-61.4669965970775,-66.8658424959102,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__168000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,168000,328731.37610297,1.09577125367657,0.397199030220366,0.093361228220401,0.093359069291443,-73.5945180307478,-76.4572656462699,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__171000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,171000,334930.428855089,1.1164347628503,0.478333508182157,0.0998778769202355,0.0998768814001206,-66.1051107749596,-74.0083173010469,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__174000__3,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,3,174000,340313.396159433,1.13437798719811,0.547577903608989,0.0856210415833403,0.0856202195191543,-59.5606908783774,-66.2190445433901,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__150000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,150000,287652.860906835,0.95884286968945,-0.182525569773932,0.0403015279061761,0.696935873913974,-74.7419796667072,-78.9597505251653,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__153000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,153000,293362.542238868,0.977875140796226,-0.0971659421541145,0.0495044239255202,0.332307484041885,-79.3573185678755,-89.7128375357443,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__156000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,156000,299409.873114259,0.998032910380864,-0.00855137509072019,0.0509663497154368,0.110776957854786,-68.7014214288279,-75.4776204614392,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__159000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,159000,305781.041455489,1.01927013818496,0.0828930076310167,0.0429519541646903,0.042952474052881,-65.7373722850289,-71.9254128395629,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__162000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,162000,312362.956298103,1.04120985432701,0.175382697518272,0.0287818674240464,0.0453182558000067,-65.8560575748503,-71.6324646014474,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__165000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,165000,318976.74375468,1.0632558125156,0.26637765556342,0.0258305168657787,0.0408862274525498,-69.1922627684142,-74.3571432420144,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__168000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,168000,325432.373377708,1.08477457792569,0.353394987980991,0.0363955304217522,0.0363944852817085,-82.2281511363086,-84.0438131698428,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__171000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,171000,331588.160525987,1.10529386841996,0.434777607954053,0.0416283058732548,0.0416286008507144,-73.2409491683229,-81.3930282960724,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__174000__4,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,4,174000,337395.710439132,1.12465236813044,0.510183020620241,0.0380324748875609,0.038032188540749,-66.9721015261288,-73.6599219003628,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__150000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,150000,286649.093030837,0.955496976769457,-0.197706827318563,0.014024094316977,0.962308279725863,-83.2375579440857,-86.8710860013544,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__153000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,153000,292494.631220599,0.974982104068663,-0.110033557635726,0.0177908963564565,0.556566247286811,-86.3792995597661,-97.2832400955491,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__156000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,156000,298471.552660574,0.994905175535248,-0.0221830991180792,0.0199115179031483,0.283734700450701,-76.4330005137651,-83.2751305509079,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__159000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,159000,304587.097691459,1.0152903256382,0.0659024795704735,0.0183895700260117,0.11547864665025,-73.6325586294701,-79.756806225583,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__162000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,162000,310805.407718083,1.03601802572694,0.153673117853144,0.0136709034285783,0.0247852968742955,-73.8793112947226,-79.4891048759038,384,64,640,1625000,600000,1500000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__165000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,165000,317058.572909128,1.05686190969709,0.240182457990369,0.00896928524096683,0.018786271856103,-77.4154373149168,-82.2464034193585,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__168000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,168000,323267.683783367,1.07755894594456,0.324410367893727,0.0129555210188706,0.0193496660050523,-91.8981999191583,-92.0555094639294,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__171000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,171000,329367.480243745,1.09789160081248,0.405594626159292,0.0160708966821988,0.0160709288045778,-80.6978166432992,-89.138450371673,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__174000__5,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,5,174000,335326.826055834,1.11775608685278,0.483470435406296,0.0159849336537783,0.0159849336537783,-74.7758002228319,-81.4834683600538,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__150000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,150000,285475.165475235,0.951583884917451,-0.215529213538627,0.0382024922126762,1.188736331276,-92.2593333507409,-95.0669212951386,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__153000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,153000,291398.383122692,0.971327943742305,-0.126341170414944,0.0066161514787093,0.75661910261389,-93.5910692820516,-105.061644021146,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__156000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,156000,297368.476498242,0.991228254994141,-0.038263268770015,0.00722994729692621,0.447819759530471,-84.4314538678097,-91.3270084417882,384,64,640,1625000,600000,1500000,PASS_STRICT,1,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__159000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,159000,303394.865913709,1.01131621971236,0.0488697260708343,0.00742134036677382,0.239392949585897,-81.8300468765417,-87.8476450269276,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__162000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,162000,309469.173130036,1.03156391043345,0.134961398116027,0.00619759277366825,0.109164359448133,-82.2367034622371,-87.6073101388409,384,64,640,1625000,600000,1500000,PASS_ACCEPTABLE,0,1,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__165000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,165000,315567.917234826,1.05189305744942,0.219715887526525,0.00408498293853778,0.0364108780239277,-86.035988158531,-90.4018439542879,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__168000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,168000,321659.942208146,1.07219980736049,0.302757248606694,0.00433438154070679,0.0075909483627092,-102.997392428659,-100.366424694376,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__171000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,171000,327716.247761183,1.09238749253728,0.383767189730606,0.00576424187875911,0.00779701059833902,-88.3648075002154,-97.1119567663405,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
300K__recalc_scan__kaiser__192t__174000__6,0,300K,2,recalc_scan,tap_cutoff_scan,3250000,300000,40,192,windowed_sinc,kaiser,6,174000,333719.1243667,1.11239708122233,0.462598406643462,0.00634446253291834,0.00634443123187645,-82.8525532628376,-89.5554951124799,384,64,640,1625000,600000,1500000,FAIL,0,0,"300K@3.25MSPS recalc scan"
100K__firmware_current_coeffs__legacy_hamming_sinc__128t__54000__NaN,1,100K,3,firmware_current_coeffs,recheck_old_candidate,1000000,100000,130,128,c_table,legacy_hamming_sinc,NaN,54000,101477.62963112,1.0147762963112,0.0637031418481561,0.034207878196683,0.452949278919954,-72.5736070770471,-83.5700879886106,384,64,576,500000,200000,500000,PASS_ACCEPTABLE,0,1,"Current C table, Scheme B 100K candidate."
30K__recalc_scan__kaiser__192t__16050__6,1,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,kaiser,6,16050,30642.7211714813,1.02142403904938,0.0920607469011162,0.00697587166546929,0.16584220377785,-81.6860644686397,-87.385493755216,256,128,576,162500,60000,150000,PASS_ACCEPTABLE,0,1,"30K@325kSPS recalc scan"
30K__legacy_scheme_b_coeffs_at_final_fs__legacy_kaiser__256t__15600__5,0,30K,4,legacy_scheme_b_coeffs_at_final_fs,invalid_old_fs_reference,325000,30000,400,256,c_table,legacy_kaiser,5,15600,32765.3855522632,1.09217951840877,0.382940279718618,0.0120058896451388,0.0161375954832281,-78.955300966915,-89.3356651336981,256,128,640,162500,60000,150000,FAIL,0,0,"Old 30K coefficients evaluated at final 325 kSPS; reference only."
30K__recalc_scan__hamming__192t__15000__NaN,0,30K,4,recalc_scan,tap_cutoff_scan,325000,30000,400,192,windowed_sinc,hamming,NaN,15000,28588.7103831209,0.952957012770696,-0.209266896424167,0.028234381589337,1.00270744343947,-74.2650437017778,-79.3565573276847,256,128,576,162500,60000,150000,BORDERLINE_5X_NEAR_NYQUIST,0,0,"30K@325kSPS recalc scan"
