offset_hz,response_db
0.0,-1.9286549331065743e-15
20.0,1.9206293150598447e-05
40.0,7.62119161670862e-05
60.0,0.000169194089278398
80.0,0.0002951710043382105
100.0,0.0004500844189170073
120.0,0.000628912050627989
140.0,0.000825806646509909
160.0,0.001034257865794457
180.0,0.0012472724877960982
200.0,0.0014575679575476244
220.0,0.0016577739226786628
240.0,0.0018406362050089149
260.0,0.0019992175942833558
280.0,0.0021270899486157758
300.0,0.0022185123332197224
320.0,0.002268590317929586
340.0,0.002273412072389516
360.0,0.00223015753239064
380.0,0.0021371776423826936
400.0,0.0019940414906385387
420.0,0.0018015500199453833
440.0,0.0015617159007222617
460.0,0.0012777100656400375
480.0,0.0009537763079818408
500.0,0.0005951162119853858
520.0,0.000207747492857387
540.0,-0.0002016604457903706
560.0,-0.0006259692971604529
580.0,-0.0010577680240720626
600.0,-0.0014895770780404586
620.0,-0.0019140550814791533
640.0,-0.0023242022966081287
660.0,-0.002713555267764007
680.0,-0.003076367240510096
700.0,-0.0034077693292256504
720.0,-0.0037039079150311266
740.0,-0.0039620543942150074
760.0,-0.004180684149737766
780.0,-0.0043595224607899915
800.0,-0.004499555976963019
820.0,-0.004603009337350821
840.0,-0.004673287483190314
860.0,-0.0047148851691912455
880.0,-0.004733266093373789
900.0,-0.004734714913669831
920.0,-0.004726166177195149
940.0,-0.0047150148319049295
960.0,-0.004708913505116012
980.0,-0.004715562102427022
1000.0,-0.004742495496454708
1020.0,-0.004796875131230616
1040.0,-0.004885290265765479
1060.0,-0.005013574320649724
1080.0,-0.00518664138677833
1100.0,-0.005408347412346032
1120.0,-0.005681379922266861
1140.0,-0.006007179358477805
1160.0,-0.006385894282393574
1180.0,-0.006816371772690474
1200.0,-0.00729618340699629
1220.0,-0.007821686259048345
1240.0,-0.008388117397517696
1260.0,-0.00898971946353858
1280.0,-0.009619894055016714
1300.0,-0.010271378877390968
1320.0,-0.0109364439566805
1340.0,-0.011607101665780382
1360.0,-0.012275324907799878
1380.0,-0.012933267541720504
1400.0,-0.013573481034945718
1420.0,-0.014189121389296051
1440.0,-0.014774140612611595
1460.0,-0.015323457392377365
1480.0,-0.015833102163641467
1500.0,-0.01630033243625694
1520.0,-0.016723715040359802
1540.0,-0.017103172841602593
1560.0,-0.017439994445866983
1580.0,-0.017736806427627407
1600.0,-0.01799750865171617
1620.0,-0.0182271742811675
1640.0,-0.018431917047855677
1660.0,-0.018618729277872056
1680.0,-0.018795294983978156
1700.0,-0.018969783040006374
1720.0,-0.019150626016627384
1740.0,-0.019346290668312716
1760.0,-0.019565046308913134
1780.0,-0.019814737387535385
1800.0,-0.020102566481605025
1820.0,-0.020434893657802995
1840.0,-0.02081705772659046
1860.0,-0.02125322434178768
1880.0,-0.021746265189229296
1900.0,-0.022297671687610893
1920.0,-0.02290750571174132
1940.0,-0.02357438886574679
1960.0,-0.024295530809286
1980.0,-0.025066796096319673
2000.0,-0.02588280795303085
2020.0,-0.026737086423184345
2040.0,-0.02762221737261525
2060.0,-0.028530047993105195
2080.0,-0.02945190370382983
2100.0,-0.030378820733864824
2120.0,-0.031301788202343916
2140.0,-0.03221199320576937
2160.0,-0.03310106228632131
2180.0,-0.033961292696725286
2200.0,-0.034785867097945976
2220.0,-0.035569045721801265
2240.0,-0.03630633059493299
2260.0,-0.03699459713802582
2280.0,-0.03763218930851135
2300.0,-0.03821897542389761
2320.0,-0.03875636285838471
2340.0,-0.03924727092213781
2360.0,-0.039696062374348536
2380.0,-0.04010843516126856
2400.0,-0.04049127707073434
2420.0,-0.040852487027798076
2440.0,-0.0412007676904138
2460.0,-0.04154539481334203
2480.0,-0.0418959695093922
2500.0,-0.042262160032745855
2520.0,-0.04265344002315919
2540.0,-0.043078830277311624
2560.0,-0.04354665104884115
2580.0,-0.04406429162506605
2600.0,-0.04463800349446111
2620.0,-0.04527272281430782
2640.0,-0.04597192713182385
2660.0,-0.046737530421479025
2680.0,-0.0475698195024312
2700.0,-0.04846743381590655
2720.0,-0.049427389402023215
2740.0,-0.05044514674707344
2760.0,-0.05151472100611967
2780.0,-0.05262883196907185
2800.0,-0.053779090063021104
2820.0,-0.05495621369581608
2840.0,-0.05615027237066052
2860.0,-0.05735094926622543
2880.0,-0.05854781639804235
2900.0,-0.05973061507575936
2920.0,-0.06088953415801155
2940.0,-0.06201547859304269
2960.0,-0.06310032092033872
2980.0,-0.06413712879677923
3000.0,-0.06512036219126333
3020.0,-0.0660460346532443
3040.0,-0.06691183398249367
3060.0,-0.06771719868893392
3080.0,-0.06846334780258144
3100.0,-0.06915326284315844
3120.0,-0.06979162205343219
3140.0,-0.07038468830150837
3160.0,-0.07094015333024609
3180.0,-0.07146694223812465
3200.0,-0.07197498318407722
3220.0,-0.07247494828303089
3240.0,-0.07297797247657244
3260.0,-0.07349535779659257
3280.0,-0.07403827087592885
3300.0,-0.07461744178343803
3320.0,-0.07524287226861598
3340.0,-0.07592356129278392
3360.0,-0.07666725530353452
3380.0,-0.07748023009320548
3400.0,-0.07836711028157956
3420.0,-0.0793307315026876
3440.0,-0.08037204927880628
3460.0,-0.08149009735898514
3480.0,-0.08268199701489996
3500.0,-0.08394301745675321
3520.0,-0.08526668618726564
3540.0,-0.08664494678787749
3560.0,-0.08806836036000314
3580.0,-0.08952634565895191
3600.0,-0.09100745188929601
3620.0,-0.09249965720704952
3640.0,-0.09399068522131751
3660.0,-0.09546833122930963
3680.0,-0.09692078957056649
3700.0,-0.09833697336270045
3720.0,-0.09970681798925493
3740.0,-0.10102156005133608
3760.0,-0.10227398406410418
3780.0,-0.10345862996542111
3800.0,-0.10457195548813486
3820.0,-0.10561244860696485
3840.0,-0.10658068657403817
3860.0,-0.10747933947067669
3880.0,-0.1083131176871855
3900.0,-0.10908866425641
3920.0,-0.10981439446842038
3940.0,-0.11050028663863018
3960.0,-0.11115762925133171
3980.0,-0.11179873091403127
4000.0,-0.11243660060263477
4020.0,-0.11308460652386995
4040.0,-0.1137561225452323
4060.0,-0.11446417152907148
4080.0,-0.11522107504422326
4100.0,-0.11603811881548867
4120.0,-0.11692524290870351
4140.0,-0.11789076505107252
4160.0,-0.11894114466523385
4180.0,-0.12008079417570741
4200.0,-0.12131194295181655
4220.0,-0.12263455791233477
4240.0,-0.1240463233680213
4260.0,-0.1255426811519491
4280.0,-0.12711693052453948
4300.0,-0.12876038577474985
4320.0,-0.13046258791326895
4340.0,-0.13221156540327103
4360.0,-0.13399413753731118
4380.0,-0.13579625288050293
4400.0,-0.13760335419272635
4420.0,-0.1394007604451632
4440.0,-0.14117405598321975
4460.0,-0.14290947657933814
4480.0,-0.14459428207820335
4500.0,-0.14621710556914985
4520.0,-0.14776826952806663
4540.0,-0.14924006014249022
4560.0,-0.15062695205506482
4580.0,-0.15192577700686985
4600.0,-0.15313583130256558
4620.0,-0.1542589186165011
4640.0,-0.15529932636944027
4660.0,-0.1562637356810406
4680.0,-0.15716106669728458
4700.0,-0.15800226284843485
4720.0,-0.15880001926741955
4740.0,-0.1595684621386219
4760.0,-0.16032278711259396
4780.0,-0.16107886607248278
4800.0,-0.16185283244366544
4820.0,-0.16266065587289627
4840.0,-0.16351771745231403
4860.0,-0.16443839671806337
4880.0,-0.16543568141227027
4900.0,-0.16652081047011655
