frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,6,21,0,0,999995000,-90.784737
3,6,21,1,0,999995500,-89.518761
4,6,21,2,0,999996000,-92.687889
5,6,21,3,0,999996500,-90.614494
6,6,21,4,0,999997000,-89.901253
7,6,21,5,0,999997500,-89.208229
8,6,21,6,0,999998000,-85.915520
9,6,21,7,0,999998500,-81.218636
10,6,21,8,0,999999000,-47.775116
11,6,21,9,0,999999500,-28.275167
12,6,21,10,0,1000000000,-28.450647
13,6,21,11,0,1000000500,-73.463005
14,6,21,12,0,1000001000,-87.232018
15,6,21,13,0,1000001500,-86.308983
16,6,21,14,0,1000002000,-89.944099
17,6,21,15,0,1000002500,-90.849632
18,6,21,16,0,1000003000,-91.530815
19,6,21,17,0,1000003500,-92.149269
20,6,21,18,0,1000004000,-92.298119
21,6,21,19,0,1000004500,-93.806145
22,6,21,20,1,1000005000,-94.971123
