frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,1,21,0,0,995000000,-76.710869
3,1,21,1,0,995500000,-79.681602
4,1,21,2,0,996000000,-79.876778
5,1,21,3,0,996500000,-78.265984
6,1,21,4,0,997000000,-79.096779
7,1,21,5,0,997500000,-79.301140
8,1,21,6,0,998000000,-77.795280
9,1,21,7,0,998500000,-79.666023
10,1,21,8,0,999000000,-79.360680
11,1,21,9,0,999500000,-70.894554
12,1,21,10,0,1000000000,-67.759789
13,1,21,11,0,1000500000,-70.708092
14,1,21,12,0,1001000000,-78.375923
15,1,21,13,0,1001500000,-80.618614
16,1,21,14,0,1002000000,-79.390663
17,1,21,15,0,1002500000,-77.100365
18,1,21,16,0,1003000000,-79.215096
19,1,21,17,0,1003500000,-78.809105
20,1,21,18,0,1004000000,-77.793617
21,1,21,19,0,1004500000,-78.637016
22,1,21,20,1,1005000000,-77.681725
