frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,3,21,0,0,999950000,-66.348915
3,3,21,1,0,999955000,-65.780830
4,3,21,2,0,999960000,-65.841484
5,3,21,3,0,999965000,-65.551750
6,3,21,4,0,999970000,-64.895088
7,3,21,5,0,999975000,-64.973045
8,3,21,6,0,999980000,-65.804497
9,3,21,7,0,999985000,-65.931267
10,3,21,8,0,999990000,-65.088158
11,3,21,9,0,999995000,-13.141271
12,3,21,10,0,1000000000,-10.952237
13,3,21,11,0,1000005000,-13.544827
14,3,21,12,0,1000010000,-65.862297
15,3,21,13,0,1000015000,-65.153923
16,3,21,14,0,1000020000,-65.288033
17,3,21,15,0,1000025000,-65.276436
18,3,21,16,0,1000030000,-65.049629
19,3,21,17,0,1000035000,-65.593315
20,3,21,18,0,1000040000,-65.859901
21,3,21,19,0,1000045000,-65.841118
22,3,21,20,1,1000050000,-65.793419
