frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,4,21,0,0,999994750,-90.199043
3,4,21,1,0,999995250,-90.573692
4,4,21,2,0,999995750,-93.569695
5,4,21,3,0,999996250,-92.514626
6,4,21,4,0,999996750,-90.487526
7,4,21,5,0,999997250,-89.896172
8,4,21,6,0,999997750,-89.430748
9,4,21,7,0,999998250,-83.657219
10,4,21,8,0,999998750,-76.530922
11,4,21,9,0,999999250,-30.268972
12,4,21,10,0,999999750,-28.288576
13,4,21,11,0,1000000250,-43.662224
14,4,21,12,0,1000000750,-78.871239
15,4,21,13,0,1000001250,-85.458595
16,4,21,14,0,1000001750,-87.846626
17,4,21,15,0,1000002250,-88.770790
18,4,21,16,0,1000002750,-90.867058
19,4,21,17,0,1000003250,-90.517311
20,4,21,18,0,1000003750,-89.612724
21,4,21,19,0,1000004250,-93.777550
22,4,21,20,1,1000004750,-93.635796
