frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,2,401,0,0,900000000,-79.323570
3,2,401,1,0,900500000,-79.487663
4,2,401,2,0,901000000,-79.677208
5,2,401,3,0,901500000,-78.452629
6,2,401,4,0,902000000,-78.903664
7,2,401,5,0,902500000,-78.730370
8,2,401,6,0,903000000,-79.394966
9,2,401,7,0,903500000,-80.050957
10,2,401,8,0,904000000,-78.689644
11,2,401,9,0,904500000,-80.002647
12,2,401,10,0,905000000,-78.809715
13,2,401,11,0,905500000,-79.100578
14,2,401,12,0,906000000,-79.554787
15,2,401,13,0,906500000,-79.646477
16,2,401,14,0,907000000,-78.860695
17,2,401,15,0,907500000,-80.039436
18,2,401,16,0,908000000,-79.995125
19,2,401,17,0,908500000,-80.385933
20,2,401,18,0,909000000,-78.742058
21,2,401,19,0,909500000,-78.405632
22,2,401,20,0,910000000,-78.965752
23,2,401,21,0,910500000,-78.977196
24,2,401,22,0,911000000,-79.640312
25,2,401,23,0,911500000,-79.100548
26,2,401,24,0,912000000,-79.800194
27,2,401,25,0,912500000,-78.656761
28,2,401,26,0,913000000,-78.946297
29,2,401,27,0,913500000,-78.322548
30,2,401,28,0,914000000,-78.900139
31,2,401,29,0,914500000,-79.021660
32,2,401,30,0,915000000,-79.104362
33,2,401,31,0,915500000,-80.339394
34,2,401,32,0,916000000,-79.213585
35,2,401,33,0,916500000,-78.678337
36,2,401,34,0,917000000,-79.515938
37,2,401,35,0,917500000,-79.316490
38,2,401,36,0,918000000,-79.351295
39,2,401,37,0,918500000,-79.993965
40,2,401,38,0,919000000,-78.888954
41,2,401,39,0,919500000,-79.115715
42,2,401,40,0,920000000,-78.123390
43,2,401,41,0,920500000,-78.753380
44,2,401,42,0,921000000,-79.371239
45,2,401,43,0,921500000,-79.835732
46,2,401,44,0,922000000,-79.325661
47,2,401,45,0,922500000,-78.621071
48,2,401,46,0,923000000,-79.621483
49,2,401,47,0,923500000,-78.321938
50,2,401,48,0,924000000,-79.296837
51,2,401,49,0,924500000,-79.312874
52,2,401,50,0,925000000,-78.938133
53,2,401,51,0,925500000,-79.325020
54,2,401,52,0,926000000,-78.955635
55,2,401,53,0,926500000,-79.515327
56,2,401,54,0,927000000,-79.384163
57,2,401,55,0,927500000,-80.794853
58,2,401,56,0,928000000,-78.689766
59,2,401,57,0,928500000,-79.075569
60,2,401,58,0,929000000,-78.948174
61,2,401,59,0,929500000,-79.898476
62,2,401,60,0,930000000,-79.562248
63,2,401,61,0,930500000,-80.408760
64,2,401,62,0,931000000,-80.079597
65,2,401,63,0,931500000,-78.741539
66,2,401,64,0,932000000,-79.316566
67,2,401,65,0,932500000,-79.984016
68,2,401,66,0,933000000,-78.867317
69,2,401,67,0,933500000,-79.074654
70,2,401,68,0,934000000,-78.468407
71,2,401,69,0,934500000,-78.834068
72,2,401,70,0,935000000,-79.447136
73,2,401,71,0,935500000,-78.928993
74,2,401,72,0,936000000,-79.024284
75,2,401,73,0,936500000,-79.406197
76,2,401,74,0,937000000,-79.641167
