frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,1,21,0,0,999995000,-90.011711
3,1,21,1,0,999995500,-91.931343
4,1,21,2,0,999996000,-93.313744
5,1,21,3,0,999996500,-94.607460
6,1,21,4,0,999997000,-91.153694
7,1,21,5,0,999997500,-88.132652
8,1,21,6,0,999998000,-87.546135
9,1,21,7,0,999998500,-80.601936
10,1,21,8,0,999999000,-72.976830
11,1,21,9,0,999999500,-28.320917
12,1,21,10,0,1000000000,-28.129354
13,1,21,11,0,1000000500,-72.805611
14,1,21,12,0,1000001000,-83.547508
15,1,21,13,0,1000001500,-88.205070
16,1,21,14,0,1000002000,-93.217918
17,1,21,15,0,1000002500,-88.318794
18,1,21,16,0,1000003000,-89.262749
19,1,21,17,0,1000003500,-90.305916
20,1,21,18,0,1000004000,-88.710533
21,1,21,19,0,1000004500,-90.075386
22,1,21,20,1,1000005000,-94.300819
