frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,373,21,0,0,995000000,-78.592201
3,373,21,1,0,995500000,-79.133705
4,373,21,2,0,996000000,-78.570122
5,373,21,3,0,996500000,-78.882942
6,373,21,4,0,997000000,-78.182213
7,373,21,5,0,997500000,-76.789070
8,373,21,6,0,998000000,-80.980324
9,373,21,7,0,998500000,-78.193184
10,373,21,8,0,999000000,-75.463676
11,373,21,9,0,999500000,-31.339727
12,373,21,10,0,1000000000,-28.314615
13,373,21,11,0,1000500000,-31.419062
14,373,21,12,0,1001000000,-75.107216
15,373,21,13,0,1001500000,-78.453056
16,373,21,14,0,1002000000,-77.905037
17,373,21,15,0,1002500000,-80.186760
18,373,21,16,0,1003000000,-78.655113
19,373,21,17,0,1003500000,-79.253334
20,373,21,18,0,1004000000,-79.778618
21,373,21,19,0,1004500000,-80.153633
22,373,21,20,1,1005000000,-78.156487
