frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,9,21,0,0,999995000,-105.988808
3,9,21,1,0,999995500,-105.988808
4,9,21,2,0,999996000,-105.988808
5,9,21,3,0,999996500,-105.988808
6,9,21,4,0,999997000,-105.988808
7,9,21,5,0,999997500,-105.539421
8,9,21,6,0,999998000,-104.054390
9,9,21,7,0,999998500,-105.988808
10,9,21,8,0,999999000,-94.728951
11,9,21,9,0,999999500,-68.338585
12,9,21,10,0,1000000000,-68.256950
13,9,21,11,0,1000000500,-101.963554
14,9,21,12,0,1000001000,-105.988808
15,9,21,13,0,1000001500,-105.039803
16,9,21,14,0,1000002000,-105.988808
17,9,21,15,0,1000002500,-103.698708
18,9,21,16,0,1000003000,-105.988808
19,9,21,17,0,1000003500,-105.988808
20,9,21,18,0,1000004000,-105.820763
21,9,21,19,0,1000004500,-105.960991
22,9,21,20,1,1000005000,-105.753014
