frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,6,21,0,0,995000000,-78.113121
3,6,21,1,0,995500000,-78.799080
4,6,21,2,0,996000000,-79.271431
5,6,21,3,0,996500000,-78.963768
6,6,21,4,0,997000000,-79.179939
7,6,21,5,0,997500000,-79.714439
8,6,21,6,0,998000000,-77.497887
9,6,21,7,0,998500000,-78.520378
10,6,21,8,0,999000000,-78.026070
11,6,21,9,0,999500000,-70.658150
12,6,21,10,0,1000000000,-68.253349
13,6,21,11,0,1000500000,-71.052895
14,6,21,12,0,1001000000,-77.826530
15,6,21,13,0,1001500000,-79.735176
16,6,21,14,0,1002000000,-78.204994
17,6,21,15,0,1002500000,-79.283348
18,6,21,16,0,1003000000,-78.454887
19,6,21,17,0,1003500000,-78.683952
20,6,21,18,0,1004000000,-78.352638
21,6,21,19,0,1004500000,-78.947502
22,6,21,20,1,1005000000,-78.266899
