frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,2,21,0,0,999995000,-92.524513
3,2,21,1,0,999995500,-93.879295
4,2,21,2,0,999996000,-94.325645
5,2,21,3,0,999996500,-91.365425
6,2,21,4,0,999997000,-90.141502
7,2,21,5,0,999997500,-87.323906
8,2,21,6,0,999998000,-88.628716
9,2,21,7,0,999998500,-81.553932
10,2,21,8,0,999999000,-72.601906
11,2,21,9,0,999999500,-28.319868
12,2,21,10,0,1000000000,-28.126448
13,2,21,11,0,1000000500,-72.664665
14,2,21,12,0,1000001000,-82.476799
15,2,21,13,0,1000001500,-87.694054
16,2,21,14,0,1000002000,-92.101158
17,2,21,15,0,1000002500,-88.510185
18,2,21,16,0,1000003000,-90.936394
19,2,21,17,0,1000003500,-95.350883
20,2,21,18,0,1000004000,-91.131218
21,2,21,19,0,1000004500,-90.551888
22,2,21,20,1,1000005000,-90.125847
