frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,7,201,0,0,100000000,-104.045784
3,7,201,1,0,100005000,-105.988808
4,7,201,2,0,100010000,-105.988808
5,7,201,3,0,100015000,-105.988808
6,7,201,4,0,100020000,-105.988808
7,7,201,5,0,100025000,-105.988808
8,7,201,6,0,100030000,-105.988808
9,7,201,7,0,100035000,-105.988808
10,7,201,8,0,100040000,-105.988808
11,7,201,9,0,100045000,-105.988808
12,7,201,10,0,100050000,-105.988808
13,7,201,11,0,100055000,-105.988808
14,7,201,12,0,100060000,-105.988808
15,7,201,13,0,100065000,-105.988808
16,7,201,14,0,100070000,-105.988808
17,7,201,15,0,100075000,-105.988808
18,7,201,16,0,100080000,-105.988808
19,7,201,17,0,100085000,-105.988808
20,7,201,18,0,100090000,-105.988808
21,7,201,19,0,100095000,-105.988808
22,7,201,20,0,100100000,-105.988808
23,7,201,21,0,100105000,-105.988808
24,7,201,22,0,100110000,-105.988808
25,7,201,23,0,100115000,-105.988808
26,7,201,24,0,100120000,-105.988808
27,7,201,25,0,100125000,-105.988808
28,7,201,26,0,100130000,-105.988808
29,7,201,27,0,100135000,-105.988808
30,7,201,28,0,100140000,-105.988808
31,7,201,29,0,100145000,-105.988808
32,7,201,30,0,100150000,-105.988808
33,7,201,31,0,100155000,-105.988808
34,7,201,32,0,100160000,-105.988808
35,7,201,33,0,100165000,-105.988808
36,7,201,34,0,100170000,-105.988808
37,7,201,35,0,100175000,-105.988808
38,7,201,36,0,100180000,-105.988808
39,7,201,37,0,100185000,-105.988808
40,7,201,38,0,100190000,-105.988808
41,7,201,39,0,100195000,-105.988808
42,7,201,40,0,100200000,-105.988808
43,7,201,41,0,100205000,-105.988808
44,7,201,42,0,100210000,-105.988808
45,7,201,43,0,100215000,-105.988808
46,7,201,44,0,100220000,-105.988808
47,7,201,45,0,100225000,-105.988808
48,7,201,46,0,100230000,-105.988808
49,7,201,47,0,100235000,-105.988808
50,7,201,48,0,100240000,-105.988808
51,7,201,49,0,100245000,-105.988808
52,7,201,50,0,100250000,-105.988808
53,7,201,51,0,100255000,-105.988808
54,7,201,52,0,100260000,-105.988808
55,7,201,53,0,100265000,-105.988808
56,7,201,54,0,100270000,-105.988808
57,7,201,55,0,100275000,-105.988808
58,7,201,56,0,100280000,-105.988808
59,7,201,57,0,100285000,-105.988808
60,7,201,58,0,100290000,-105.988808
61,7,201,59,0,100295000,-105.988808
62,7,201,60,0,100300000,-105.988808
63,7,201,61,0,100305000,-105.988808
64,7,201,62,0,100310000,-105.988808
65,7,201,63,0,100315000,-105.988808
66,7,201,64,0,100320000,-105.988808
67,7,201,65,0,100325000,-105.988808
68,7,201,66,0,100330000,-105.988808
69,7,201,67,0,100335000,-105.988808
70,7,201,68,0,100340000,-105.988808
71,7,201,69,0,100345000,-105.988808
72,7,201,70,0,100350000,-105.988808
73,7,201,71,0,100355000,-105.988808
74,7,201,72,0,100360000,-105.988808
75,7,201,73,0,100365000,-105.988808
76,7,201,74,0,100370000,-105.988808
77,7,201,75,0,100375000,-105.988808
78,7,201,76,0,100380000,-105.988808
79,7,201,77,0,100385000,-105.988808
80,7,201,78,0,100390000,-105.988808
81,7,201,79,0,100395000,-105.988808
82,7,201,80,0,100400000,-105.988808
83,7,201,81,0,100405000,-105.988808
84,7,201,82,0,100410000,-105.988808
85,7,201,83,0,100415000,-105.988808
86,7,201,84,0,100420000,-105.988808
87,7,201,85,0,100425000,-105.988808
88,7,201,86,0,100430000,-105.988808
89,7,201,87,0,100435000,-105.988808
90,7,201,88,0,100440000,-105.988808
91,7,201,89,0,100445000,-105.988808
92,7,201,90,0,100450000,-105.988808
93,7,201,91,0,100455000,-105.988808
94,7,201,92,0,100460000,-105.988808
95,7,201,93,0,100465000,-105.988808
96,7,201,94,0,100470000,-105.988808
97,7,201,95,0,100475000,-105.988808
98,7,201,96,0,100480000,-105.988808
99,7,201,97,0,100485000,-105.988808
100,7,201,98,0,100490000,-105.988808
101,7,201,99,0,100495000,-105.988808
102,7,201,100,0,100500000,-105.988808
103,7,201,101,0,100505000,-105.988808
104,7,201,102,0,100510000,-105.988808
105,7,201,103,0,100515000,-105.988808
106,7,201,104,0,100520000,-105.988808
107,7,201,105,0,100525000,-105.988808
108,7,201,106,0,100530000,-105.988808
109,7,201,107,0,100535000,-105.988808
110,7,201,108,0,100540000,-105.988808
111,7,201,109,0,100545000,-105.988808
112,7,201,110,0,100550000,-105.988808
113,7,201,111,0,100555000,-105.988808
114,7,201,112,0,100560000,-105.988808
115,7,201,113,0,100565000,-105.988808
116,7,201,114,0,100570000,-105.988808
117,7,201,115,0,100575000,-105.988808
118,7,201,116,0,100580000,-105.988808
119,7,201,117,0,100585000,-105.988808
120,7,201,118,0,100590000,-105.988808
121,7,201,119,0,100595000,-105.988808
122,7,201,120,0,100600000,-105.988808
123,7,201,121,0,100605000,-105.988808
124,7,201,122,0,100610000,-105.988808
125,7,201,123,0,100615000,-105.988808
126,7,201,124,0,100620000,-105.988808
127,7,201,125,0,100625000,-105.988808
128,7,201,126,0,100630000,-105.988808
129,7,201,127,0,100635000,-105.988808
130,7,201,128,0,100640000,-105.988808
131,7,201,129,0,100645000,-105.988808
132,7,201,130,0,100650000,-105.988808
133,7,201,131,0,100655000,-105.988808
134,7,201,132,0,100660000,-105.988808
135,7,201,133,0,100665000,-105.988808
136,7,201,134,0,100670000,-105.988808
137,7,201,135,0,100675000,-105.988808
138,7,201,136,0,100680000,-105.988808
139,7,201,137,0,100685000,-105.988808
140,7,201,138,0,100690000,-105.988808
141,7,201,139,0,100695000,-105.988808
142,7,201,140,0,100700000,-105.988808
143,7,201,141,0,100705000,-105.988808
144,7,201,142,0,100710000,-105.988808
145,7,201,143,0,100715000,-105.988808
146,7,201,144,0,100720000,-105.988808
147,7,201,145,0,100725000,-105.988808
148,7,201,146,0,100730000,-105.988808
149,7,201,147,0,100735000,-105.988808
150,7,201,148,0,100740000,-105.988808
151,7,201,149,0,100745000,-105.988808
152,7,201,150,0,100750000,-105.988808
153,7,201,151,0,100755000,-105.988808
154,7,201,152,0,100760000,-105.988808
155,7,201,153,0,100765000,-105.988808
156,7,201,154,0,100770000,-105.988808
157,7,201,155,0,100775000,-105.988808
158,7,201,156,0,100780000,-105.988808
159,7,201,157,0,100785000,-105.988808
160,7,201,158,0,100790000,-105.988808
161,7,201,159,0,100795000,-105.988808
162,7,201,160,0,100800000,-105.988808
163,7,201,161,0,100805000,-105.988808
164,7,201,162,0,100810000,-105.988808
165,7,201,163,0,100815000,-105.988808
166,7,201,164,0,100820000,-105.988808
167,7,201,165,0,100825000,-105.988808
168,7,201,166,0,100830000,-105.988808
169,7,201,167,0,100835000,-105.988808
170,7,201,168,0,100840000,-105.988808
171,7,201,169,0,100845000,-105.988808
172,7,201,170,0,100850000,-105.988808
173,7,201,171,0,100855000,-105.988808
174,7,201,172,0,100860000,-105.988808
175,7,201,173,0,100865000,-105.988808
176,7,201,174,0,100870000,-105.988808
177,7,201,175,0,100875000,-105.988808
178,7,201,176,0,100880000,-105.988808
179,7,201,177,0,100885000,-105.988808
180,7,201,178,0,100890000,-105.988808
181,7,201,179,0,100895000,-105.988808
182,7,201,180,0,100900000,-105.988808
183,7,201,181,0,100905000,-105.988808
184,7,201,182,0,100910000,-105.988808
185,7,201,183,0,100915000,-105.988808
186,7,201,184,0,100920000,-105.988808
187,7,201,185,0,100925000,-105.988808
188,7,201,186,0,100930000,-105.988808
189,7,201,187,0,100935000,-105.988808
190,7,201,188,0,100940000,-105.988808
191,7,201,189,0,100945000,-105.988808
192,7,201,190,0,100950000,-105.988808
193,7,201,191,0,100955000,-105.988808
194,7,201,192,0,100960000,-105.988808
195,7,201,193,0,100965000,-105.988808
196,7,201,194,0,100970000,-105.988808
197,7,201,195,0,100975000,-105.988808
198,7,201,196,0,100980000,-105.988808
199,7,201,197,0,100985000,-105.988808
200,7,201,198,0,100990000,-105.988808
201,7,201,199,0,100995000,-105.988808
202,7,201,200,1,101000000,-105.988808
