frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,368,21,0,0,998500000,-85.719826
3,368,21,1,0,998650000,-84.268394
4,368,21,2,0,998800000,-82.051872
5,368,21,3,0,998950000,-82.951942
6,368,21,4,0,999100000,-81.397453
7,368,21,5,0,999250000,-79.074776
8,368,21,6,0,999400000,-77.068932
9,368,21,7,0,999550000,-76.074806
10,368,21,8,0,999700000,-75.532906
11,368,21,9,0,999850000,-30.817606
12,368,21,10,0,1000000000,-28.312639
13,368,21,11,0,1000150000,-30.984739
14,368,21,12,0,1000300000,-75.744576
15,368,21,13,0,1000450000,-75.988792
16,368,21,14,0,1000600000,-76.722481
17,368,21,15,0,1000750000,-80.776894
18,368,21,16,0,1000900000,-79.988197
19,368,21,17,0,1001050000,-83.047096
20,368,21,18,0,1001200000,-82.712044
21,368,21,19,0,1001350000,-83.256767
22,368,21,20,1,1001500000,-84.994255
