frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,4,21,0,0,999995000,-73.494591
3,4,21,1,0,999995500,-75.664299
4,4,21,2,0,999996000,-74.296898
5,4,21,3,0,999996500,-73.956017
6,4,21,4,0,999997000,-73.222816
7,4,21,5,0,999997500,-72.229378
8,4,21,6,0,999998000,-70.267845
9,4,21,7,0,999998500,-68.592522
10,4,21,8,0,999999000,-64.567329
11,4,21,9,0,999999500,-14.211390
12,4,21,10,0,1000000000,-10.945870
13,4,21,11,0,1000000500,-16.531622
14,4,21,12,0,1000001000,-65.089867
15,4,21,13,0,1000001500,-70.835823
16,4,21,14,0,1000002000,-71.978172
17,4,21,15,0,1000002500,-72.617439
18,4,21,16,0,1000003000,-73.110786
19,4,21,17,0,1000003500,-73.447487
20,4,21,18,0,1000004000,-73.685661
21,4,21,19,0,1000004500,-75.059669
22,4,21,20,1,1000005000,-75.352959
