frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,4,21,0,0,999950000,-105.988808
3,4,21,1,0,999955000,-105.988808
4,4,21,2,0,999960000,-102.116554
5,4,21,3,0,999965000,-105.988808
6,4,21,4,0,999970000,-103.540443
7,4,21,5,0,999975000,-101.007561
8,4,21,6,0,999980000,-105.988808
9,4,21,7,0,999985000,-105.095879
10,4,21,8,0,999990000,-105.988808
11,4,21,9,0,999995000,-105.988808
12,4,21,10,0,1000000000,-98.049477
13,4,21,11,0,1000005000,-104.060921
14,4,21,12,0,1000010000,-105.988808
15,4,21,13,0,1000015000,-105.988808
16,4,21,14,0,1000020000,-105.988808
17,4,21,15,0,1000025000,-105.988808
18,4,21,16,0,1000030000,-105.988808
19,4,21,17,0,1000035000,-105.988808
20,4,21,18,0,1000040000,-101.413414
21,4,21,19,0,1000045000,-104.970528
22,4,21,20,1,1000050000,-105.709602
