frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,374,21,0,0,999995000,-92.852730
3,374,21,1,0,999995500,-95.969749
4,374,21,2,0,999996000,-97.274269
5,374,21,3,0,999996500,-92.566673
6,374,21,4,0,999997000,-92.406044
7,374,21,5,0,999997500,-86.512123
8,374,21,6,0,999998000,-85.597633
9,374,21,7,0,999998500,-80.355690
10,374,21,8,0,999999000,-59.468624
11,374,21,9,0,999999500,-28.270414
12,374,21,10,0,1000000000,-28.124662
13,374,21,11,0,1000000500,-69.902336
14,374,21,12,0,1000001000,-85.020302
15,374,21,13,0,1000001500,-87.631660
16,374,21,14,0,1000002000,-85.387062
17,374,21,15,0,1000002500,-87.006203
18,374,21,16,0,1000003000,-92.577599
19,374,21,17,0,1000003500,-85.439049
20,374,21,18,0,1000004000,-87.916054
21,374,21,19,0,1000004500,-90.954643
22,374,21,20,1,1000005000,-94.229347
