frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,3,21,0,0,999995000,-91.278069
3,3,21,1,0,999995500,-92.533104
4,3,21,2,0,999996000,-90.636803
5,3,21,3,0,999996500,-90.661674
6,3,21,4,0,999997000,-91.274712
7,3,21,5,0,999997500,-89.387947
8,3,21,6,0,999998000,-89.337837
9,3,21,7,0,999998500,-80.783852
10,3,21,8,0,999999000,-71.898277
11,3,21,9,0,999999500,-28.318960
12,3,21,10,0,1000000000,-28.125170
13,3,21,11,0,1000000500,-72.323952
14,3,21,12,0,1000001000,-83.158409
15,3,21,13,0,1000001500,-88.984047
16,3,21,14,0,1000002000,-93.326103
17,3,21,15,0,1000002500,-91.188454
18,3,21,16,0,1000003000,-90.729134
19,3,21,17,0,1000003500,-92.683937
20,3,21,18,0,1000004000,-88.333519
21,3,21,19,0,1000004500,-92.779335
22,3,21,20,1,1000005000,-91.079506
