frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,8,21,0,0,999995000,-105.988808
3,8,21,1,0,999995500,-105.988808
4,8,21,2,0,999996000,-105.988808
5,8,21,3,0,999996500,-105.988808
6,8,21,4,0,999997000,-105.988808
7,8,21,5,0,999997500,-105.988808
8,8,21,6,0,999998000,-105.988808
9,8,21,7,0,999998500,-105.988808
10,8,21,8,0,999999000,-95.125832
11,8,21,9,0,999999500,-68.290703
12,8,21,10,0,1000000000,-68.366737
13,8,21,11,0,1000000500,-101.772041
14,8,21,12,0,1000001000,-105.988808
15,8,21,13,0,1000001500,-105.988808
16,8,21,14,0,1000002000,-105.988808
17,8,21,15,0,1000002500,-105.988808
18,8,21,16,0,1000003000,-105.988808
19,8,21,17,0,1000003500,-104.907021
20,8,21,18,0,1000004000,-103.024223
21,8,21,19,0,1000004500,-105.988808
22,8,21,20,1,1000005000,-105.988808
