frame_index,timestamp,total_points,current_index,done,freq_hz,amp_dbm
2,369,21,0,0,999500000,-81.023735
3,369,21,1,0,999550000,-79.283089
4,369,21,2,0,999600000,-82.191719
5,369,21,3,0,999650000,-78.249336
6,369,21,4,0,999700000,-82.178795
7,369,21,5,0,999750000,-80.328697
8,369,21,6,0,999800000,-79.212212
9,369,21,7,0,999850000,-76.294350
10,369,21,8,0,999900000,-73.213829
11,369,21,9,0,999950000,-30.732759
12,369,21,10,0,1000000000,-28.308767
13,369,21,11,0,1000050000,-31.123495
14,369,21,12,0,1000100000,-75.110588
15,369,21,13,0,1000150000,-75.886192
16,369,21,14,0,1000200000,-77.999626
17,369,21,15,0,1000250000,-79.159630
18,369,21,16,0,1000300000,-80.536491
19,369,21,17,0,1000350000,-81.025612
20,369,21,18,0,1000400000,-80.312508
21,369,21,19,0,1000450000,-81.854805
22,369,21,20,1,1000500000,-80.263771
