offset_hz,decimator_mag_db,post_10k_fir_mag_db,combined_mag_db
37500.0,-1.4745344547592487,-73.16098918919697,-74.63552364395622
37750.0,-1.5274278090798363,-72.46925220656158,-73.99668001564142
38000.0,-1.5816131929342983,-72.18666735022528,-73.76828054315958
38250.0,-1.6371068084935585,-72.28167240907233,-73.91877921756588
38500.0,-1.6939248491800627,-72.75759975190977,-74.45152460108983
38750.0,-1.7520835016297343,-73.65399327780605,-75.40607677943578
39000.0,-1.8115989478211723,-75.06335851864144,-76.87495746646262
39250.0,-1.8724873673705142,-77.18134306349948,-79.05383043087
39500.0,-1.9347649399901665,-80.4693644955542,-82.40412943554438
39750.0,-1.9984478481100592,-86.43720667168475,-88.4356545197948
40000.0,-2.0635522796599743,-121.13243252601998,-123.19598480567996
40250.0,-2.1300944310116128,-86.23084190248059,-88.36093633349222
40500.0,-2.1980905100794548,-80.52731737458822,-82.72540788466767
40750.0,-2.2675567395791996,-77.39852767162591,-79.66608441120512
41000.0,-2.3385093604432607,-75.4129399863855,-77.75144934682875
41250.0,-2.4109646353923746,-74.12454618835844,-76.53551082375083
41500.0,-2.484938852663056,-73.34257560583353,-75.82751445849658
41750.0,-2.560448329890515,-72.97629822054236,-75.53674655043287
42000.0,-2.637509418147008,-72.9866352675813,-75.6241446857283
42250.0,-2.7161385061356573,-73.36988212703605,-76.0860206331717
42500.0,-2.796352024540165,-74.1563214025768,-76.95267342711696
42750.0,-2.8781664505308853,-75.42245960162495,-78.30062605215583
43000.0,-2.9615983124280842,-77.32916859054012,-80.2907669029682
43250.0,-3.0466641945234096,-80.23874740673043,-83.28541160125383
43500.0,-3.1333807420608597,-85.20378919141264,-88.33716993347349
43750.0,-3.2217646663787116,-99.38216413856891,-102.60392880494763
44000.0,-3.31183275021435,-89.51907599522326,-92.83090874543761
44250.0,-3.403601853173959,-82.41721226190808,-85.82081411508204
44500.0,-3.4970889173695436,-78.83350350406347,-82.33059242143301
44750.0,-3.5923109732259206,-76.60365132829996,-80.19596230152588
45000.0,-3.6892851454607434,-75.14934847969934,-78.83863362516007
45250.0,-3.7880286592407373,-74.23650450294426,-78.02453316218501
45500.0,-3.8885588465180887,-73.75489173962049,-77.64345058613858
45750.0,-3.990893152550678,-73.65387594275374,-77.64476909530443
46000.0,-4.095049142610796,-73.92034919294913,-78.01539833555994
46250.0,-4.201044508887067,-74.57375210776107,-78.77479661664813
46500.0,-4.308897077584594,-75.6736032731815,-79.9825003507661
46750.0,-4.41862481622919,-77.34662924076636,-81.76525405699553
47000.0,-4.530245841181421,-79.86649404735103,-84.39673988853244
47250.0,-4.64377842536717,-83.94479559922925,-88.58857402459641
47500.0,-4.759241006231508,-92.69199611629716,-97.45123712252865
47750.0,-4.876652193923382,-95.05848188265729,-99.93513407658068
48000.0,-4.996030779719132,-84.82508606666184,-89.82111684638097
48250.0,-5.11739574469309,-80.50847801648845,-85.62587376118157
48500.0,-5.240766268644727,-77.92600949031151,-83.16677575895623
48750.0,-5.366161739291586,-76.24754831514917,-81.61371005444074
49000.0,-5.493601761738587,-75.1665645545621,-80.66016631630069
49250.0,-5.623106168234506,-74.54298558797664,-80.16609175621115
49500.0,-5.7546950282272915,-74.3101055803119,-80.06480060853919
49750.0,-5.888388658730599,-74.44325911925877,-80.33164777798937
50000.0,-6.024207635014679,-74.95022013663566,-80.97442777165034
50250.0,-6.162172801635506,-75.8741316127647,-82.03630441440019
50500.0,-6.302305283817121,-77.31160946714256,-83.6139147509597
50750.0,-6.444626499202609,-79.46545972706517,-85.91008622626777
51000.0,-6.589158169990737,-82.81648712503215,-89.4056452950229
51250.0,-6.735922335475556,-88.9714252558676,-95.70734759134317
51500.0,-6.884941365008126,-113.01356104193394,-119.89850240694207
51750.0,-7.0362379713999825,-88.04125063125888,-95.07748860265886
52000.0,-7.189835224789575,-82.49595986307007,-89.68579508785965
52250.0,-7.345756566994065,-79.41225488787683,-86.75801145487091
52500.0,-7.504025826370327,-77.44067523225581,-84.94470105862615
52750.0,-7.664667233210346,-76.15194893642649,-83.81661616963683
53000.0,-7.827705435697871,-75.36066917305918,-83.18837460875704
53250.0,-7.993165516454651,-74.97798808816985,-82.9711536046245
53500.0,-8.161073009706781,-74.96510545181619,-83.12617846152295
53750.0,-8.331453919102957,-75.31738989349343,-83.6488438125964
54000.0,-8.50433473621905,-76.06266387518671,-84.56699861140577
54250.0,-8.679742459785228,-77.272122472022,-85.95186493180722
54500.0,-8.857704615674248,-79.09446859307953,-87.95217320875378
54750.0,-9.03824927769217,-81.8583081543727,-90.89655743206485
55000.0,-9.22140508921515,-86.47823462177644,-95.69963971099158
55250.0,-9.407201285719037,-98.08327579066508,-107.49047707638412
55500.0,-9.595667718251542,-92.8785031642309,-102.47417088248244
55750.0,-9.786834877899942,-84.93848149902634,-94.72531637692627
56000.0,-9.980733921311016,-81.1161230966539,-91.09685701796492
56250.0,-10.177396697323452,-78.75869049310063,-88.93608719042408
56500.0,-10.376855774777587,-77.21466086584495,-87.59151664062253
56750.0,-10.579144471571029,-76.22747600428548,-86.8066204758565
57000.0,-10.784296885034408,-75.67701361293066,-86.46131049796507
57250.0,-10.99234792370597,-75.50668208345232,-86.4990300071583
57500.0,-11.203333340589698,-75.69830148656789,-86.9016348271576
57750.0,-11.417289767987608,-76.26521889003396,-87.68250865802158
58000.0,-11.634254754003528,-77.25732058938787,-88.89157534339141
58250.0,-11.854266800822602,-78.78247680572522,-90.63674360654784
58500.0,-12.077365404879032,-81.06841624478454,-93.14578164966356
58750.0,-12.303591099031912,-84.6722790167689,-96.97587011580082
59000.0,-12.532985496879546,-91.6277542621157,-104.16073975899525
59250.0,-12.765591339351452,-103.38810067179766,-116.1536920111491
59500.0,-13.001452543728718,-88.1317215978902,-101.13317414161892
59750.0,-13.240614255254751,-83.1252629126389,-96.36587716789364
60000.0,-13.483122901511956,-80.24295724622621,-93.72608014773817
60250.0,-13.729026249753595,-78.38065233048104,-92.10967858023463
60500.0,-13.97837346739496,-77.16334327274626,-91.14171674014122
60750.0,-14.231215185886644,-76.42480611927623,-90.65602130516288
61000.0,-14.487603568208678,-76.08503111384202,-90.5726346820507
61250.0,-14.74759238024729,-76.11029529386914,-90.85788767411644
61500.0,-15.011237066336065,-76.49973430063176,-91.51097136696782
61750.0,-15.278594829269682,-77.28502914436388,-92.56362397363355
62000.0,-15.549724715124214,-78.54293180592362,-94.09265652104781
62250.0,-15.82468770324853,-80.43295898228422,-96.25764668553275
62500.0,-16.103546801824024,-83.31195889834581,-99.41550570016983
62750.0,-16.38636714942689,-88.20774591512645,-104.59411306455334
63000.0,-16.6732161230663,-101.85224454917935,-118.52546067224566
